rank,bigram,count,share_of_all_bigrams,movement_class,row_change,from_hand,from_finger,from_row,to_hand,to_finger,to_row
620,qm,989868,3.5105899205982257e-07,alternate_hands,True,L,pinky,top,R,index,bottom
621,mz,970282,3.4411277153498116e-07,alternate_hands,False,R,index,bottom,L,pinky,bottom
622,qf,947879,3.3616749539804555e-07,same_hand_different_fingers,True,L,pinky,top,L,index,home
623,wj,914179,3.2421571189517844e-07,alternate_hands,True,L,ring,top,R,index,home
624,zq,913036,3.2381034428260345e-07,same_finger_different_key,True,L,pinky,bottom,L,pinky,top
625,xr,907409,3.218147156247212e-07,same_hand_different_fingers,True,L,ring,bottom,L,index,top
626,zk,906537,3.215054587934304e-07,alternate_hands,True,L,pinky,bottom,R,middle,home
627,cx,876736,3.1093646472313536e-07,same_hand_different_fingers,False,L,middle,bottom,L,ring,bottom
628,fx,812116,2.880188311933054e-07,same_hand_different_fingers,True,L,index,home,L,ring,bottom
629,fv,807297,2.863097616176284e-07,same_finger_different_key,True,L,index,home,L,index,bottom
630,bx,778622,2.761401060703075e-07,same_hand_different_fingers,False,L,index,bottom,L,ring,bottom
631,vw,742188,2.632187030986915e-07,same_hand_different_fingers,True,L,index,bottom,L,ring,top
632,vj,724370,2.568995078923388e-07,alternate_hands,True,L,index,bottom,R,index,home
633,mq,708424,2.512442218467389e-07,alternate_hands,True,R,index,bottom,L,pinky,top
634,qv,635514,2.253865205056695e-07,same_hand_different_fingers,True,L,pinky,top,L,index,bottom
635,zf,608389,2.1576657606901463e-07,same_hand_different_fingers,True,L,pinky,bottom,L,index,home
636,qe,572443,2.0301824343417607e-07,same_hand_different_fingers,False,L,pinky,top,L,middle,top
637,yj,561334,1.9907841070618347e-07,same_finger_different_key,True,R,index,top,R,index,home
638,gx,557030,1.9755198708017932e-07,same_hand_different_fingers,True,L,index,home,L,ring,bottom
639,kx,555422,1.9698170613440454e-07,alternate_hands,True,R,middle,home,L,ring,bottom
640,xg,542548,1.9241591204491164e-07,same_hand_different_fingers,True,L,ring,bottom,L,index,home
641,qd,519921,1.8439119378617653e-07,same_hand_different_fingers,True,L,pinky,top,L,middle,home
642,xj,511074,1.8125358462742683e-07,alternate_hands,True,L,ring,bottom,R,index,home
643,sx,503772,1.7866391331769582e-07,same_finger_different_key,True,L,ring,home,L,ring,bottom
644,vz,501189,1.7774784635069566e-07,same_hand_different_fingers,False,L,index,bottom,L,pinky,bottom
645,vx,449854,1.5954176901776744e-07,same_hand_different_fingers,False,L,index,bottom,L,ring,bottom
646,wv,389123,1.380033783972149e-07,same_hand_different_fingers,True,L,ring,top,L,index,bottom
647,yq,384882,1.3649929786796687e-07,alternate_hands,False,R,index,top,L,pinky,top
648,bq,346506,1.228891600725358e-07,same_hand_different_fingers,True,L,index,bottom,L,pinky,top
649,gq,345624,1.2257635671795039e-07,same_hand_different_fingers,True,L,index,home,L,pinky,top
650,vk,337545,1.1971112054822743e-07,alternate_hands,True,L,index,bottom,R,middle,home
651,zj,309029,1.0959785472129102e-07,alternate_hands,True,L,pinky,bottom,R,index,home
652,xk,281255,9.974774092281535e-08,alternate_hands,True,L,ring,bottom,R,middle,home
653,qp,272180,9.652927103294833e-08,alternate_hands,False,L,pinky,top,R,pinky,top
654,hx,263997,9.362715102096135e-08,alternate_hands,True,R,index,home,L,ring,bottom
655,fz,263860,9.357856365182507e-08,same_hand_different_fingers,True,L,index,home,L,pinky,bottom
656,qh,263509,9.345408068418392e-08,alternate_hands,True,L,pinky,top,R,index,home
657,qj,236928,8.402706711475635e-08,alternate_hands,True,L,pinky,top,R,index,home
658,jz,220675,7.826290280401158e-08,alternate_hands,True,R,index,home,L,pinky,bottom
659,vq,212856,7.548987623994875e-08,same_hand_different_fingers,True,L,index,bottom,L,pinky,top
660,kq,187242,6.640581147311086e-08,alternate_hands,True,R,middle,home,L,pinky,top
661,xd,168263,5.967486491225286e-08,same_hand_different_fingers,True,L,ring,bottom,L,middle,home
662,qw,163292,5.791188818249761e-08,same_hand_different_fingers,False,L,pinky,top,L,ring,top
663,jx,161750,5.736501429046731e-08,alternate_hands,True,R,index,home,L,ring,bottom
664,qx,159505,5.6568819810825274e-08,same_hand_different_fingers,True,L,pinky,top,L,ring,bottom
665,kz,150760,5.346738518968069e-08,alternate_hands,True,R,middle,home,L,pinky,bottom
666,wx,150637,5.342376295315687e-08,same_finger_different_key,True,L,ring,top,L,ring,bottom
667,fq,149430,5.299569759149632e-08,same_hand_different_fingers,True,L,index,home,L,pinky,top
668,xz,136521,4.841749067047226e-08,same_hand_different_fingers,False,L,ring,bottom,L,pinky,bottom
669,zx,108224,3.8381893703688e-08,same_hand_different_fingers,False,L,pinky,bottom,L,ring,bottom
