ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
vwf,8093,0.00000007,15405,0.00000006,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cbp,8094,0.00000007,10986,0.00000051,,0.00000000,,below-cut,"books,web,subtlex",
hwn,8095,0.00000007,10444,0.00000064,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
hsr,,0.00000000,8095,0.00000180,,0.00000000,,below-cut,"books,web,subtlex",
kpm,8096,0.00000007,10690,0.00000058,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
vbc,,0.00000000,8097,0.00000180,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
tlx,8098,0.00000007,12836,0.00000023,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xwh,,0.00000000,8098,0.00000180,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
swb,8099,0.00000007,10180,0.00000071,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xff,,0.00000000,8100,0.00000180,,0.00000000,,below-cut,"books,web,subtlex",
hax,8102,0.00000007,9898,0.00000080,,0.00000000,,below-cut,"books,web,subtlex",
ucp,8103,0.00000007,10144,0.00000072,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
uuc,8104,0.00000007,11407,0.00000044,,0.00000000,,below-cut,"books,web,subtlex",
qli,,0.00000000,8104,0.00000180,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
prg,8106,0.00000007,10640,0.00000059,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
mnm,,0.00000000,8106,0.00000180,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
grt,8107,0.00000007,10315,0.00000067,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
wrs,8144,0.00000006,8107,0.00000180,,0.00000000,,below-cut,"books,web,subtlex",
mgt,8396,0.00000005,8108,0.00000179,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fhr,8110,0.00000007,9087,0.00000112,,0.00000000,,below-cut,"books,web,subtlex",
sqf,,0.00000000,8110,0.00000179,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
wju,,0.00000000,8111,0.00000179,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
cmb,8112,0.00000006,9116,0.00000111,,0.00000000,,below-cut,"books,web,subtlex",
ypm,,0.00000000,8112,0.00000179,,0.00000000,,below-cut,"books,web,subtlex",
ioj,8113,0.00000006,8909,0.00000121,,0.00000000,,below-cut,"books,web,subtlex",redirect
cgy,8114,0.00000006,12662,0.00000025,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
uoc,8116,0.00000006,8556,0.00000143,,0.00000000,,below-cut,"books,web,subtlex",
vut,8250,0.00000006,8116,0.00000179,,0.00000000,,below-cut,"books,web,subtlex",
dvb,8117,0.00000006,8215,0.00000169,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
qte,,0.00000000,8117,0.00000179,,0.00000000,,below-cut,"books,web,subtlex",redirect
pfp,8118,0.00000006,8954,0.00000118,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mux,8119,0.00000006,8726,0.00000131,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ivp,8120,0.00000006,8607,0.00000140,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
scg,,0.00000000,8121,0.00000178,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jke,8122,0.00000006,10002,0.00000076,,0.00000000,,below-cut,"books,web,subtlex",
wia,8410,0.00000005,8122,0.00000178,,0.00000000,,below-cut,"books,web,subtlex",
pfd,8123,0.00000006,11723,0.00000038,,0.00000000,,below-cut,"books,web,subtlex",
oyy,,0.00000000,8123,0.00000178,,0.00000000,,below-cut,"books,web,subtlex",
plm,8124,0.00000006,9707,0.00000087,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fsd,,0.00000000,8124,0.00000178,,0.00000000,,below-cut,"books,web,subtlex",redirect
dpg,8125,0.00000006,8644,0.00000137,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jre,,0.00000000,8125,0.00000178,,0.00000000,,below-cut,"books,web,subtlex",
axu,8127,0.00000006,9348,0.00000101,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lkd,,0.00000000,8127,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",
swp,8128,0.00000006,8987,0.00000117,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
sbm,,0.00000000,8129,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",
fiw,,0.00000000,8131,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",
tuz,8132,0.00000006,11959,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
pmw,,0.00000000,8132,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tzj,8133,0.00000006,12005,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zja,8134,0.00000006,10244,0.00000070,,0.00000000,,below-cut,"books,web,subtlex",
cbn,8136,0.00000006,10779,0.00000056,,0.00000000,,below-cut,"books,web,subtlex",
tmb,,0.00000000,8137,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",
nuy,8138,0.00000006,8345,0.00000157,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
miv,8456,0.00000005,8138,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
omz,,0.00000000,8139,0.00000177,,0.00000000,,below-cut,"books,web,subtlex",
qam,8140,0.00000006,11305,0.00000045,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xxc,,0.00000000,8140,0.00000176,,0.00000000,,below-cut,"books,web,subtlex",
snf,8141,0.00000006,8181,0.00000173,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bbg,,0.00000000,8141,0.00000176,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
azs,8142,0.00000006,8577,0.00000142,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
drl,,0.00000000,8142,0.00000176,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
akg,,0.00000000,8143,0.00000176,,0.00000000,,below-cut,"books,web,subtlex",
ijr,8147,0.00000006,12612,0.00000026,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
eyy,,0.00000000,8148,0.00000176,,0.00000000,,below-cut,"books,web,subtlex",
ijl,8150,0.00000006,13099,0.00000021,,0.00000000,,below-cut,"books,web,subtlex",redirect
wih,8151,0.00000006,9480,0.00000096,,0.00000000,,below-cut,"books,web,subtlex",
fyw,,0.00000000,8151,0.00000175,,0.00000000,,below-cut,"books,web,subtlex",
dmk,8152,0.00000006,12140,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
iht,8153,0.00000006,9742,0.00000085,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bjt,8154,0.00000006,13817,0.00000015,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dyj,,0.00000000,8155,0.00000175,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
gwu,8157,0.00000006,12497,0.00000027,,0.00000000,,below-cut,"books,web,subtlex",
lgw,8158,0.00000006,11408,0.00000043,,0.00000000,,below-cut,"books,web,subtlex",
tcf,8159,0.00000006,8168,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
drt,,0.00000000,8159,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ylg,8162,0.00000006,9530,0.00000094,,0.00000000,,below-cut,"books,web,subtlex",
xfl,,0.00000000,8162,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",
cjd,8165,0.00000006,11993,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
fcd,,0.00000000,8165,0.00000174,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
hcs,8168,0.00000006,9513,0.00000094,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vce,8169,0.00000006,8357,0.00000156,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
qpr,,0.00000000,8169,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",
ivb,8170,0.00000006,11261,0.00000046,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
rcf,,0.00000000,8171,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jca,8172,0.00000006,8467,0.00000149,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nrl,8173,0.00000006,10487,0.00000063,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
phb,8421,0.00000005,8173,0.00000174,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pvr,8174,0.00000006,9488,0.00000095,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
dfg,8175,0.00000006,9774,0.00000084,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ysj,,0.00000000,8178,0.00000173,,0.00000000,,below-cut,"books,web,subtlex",
zta,8179,0.00000006,9370,0.00000100,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nhd,,0.00000000,8179,0.00000173,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
dhv,8182,0.00000006,13993,0.00000014,,0.00000000,,below-cut,"books,web,subtlex",
fyc,8183,0.00000006,8533,0.00000145,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wiu,8184,0.00000006,11509,0.00000042,,0.00000000,,below-cut,"books,web,subtlex",
jty,8185,0.00000006,14400,0.00000011,,0.00000000,,below-cut,"books,web,subtlex",
ojt,8186,0.00000006,12447,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tnd,8274,0.00000006,8186,0.00000173,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jyo,8188,0.00000006,13219,0.00000020,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
bnc,8189,0.00000006,8888,0.00000122,,0.00000000,,below-cut,"books,web,subtlex",
kyf,,0.00000000,8189,0.00000171,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nhw,8190,0.00000006,10489,0.00000063,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xdr,,0.00000000,8190,0.00000171,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tfc,8191,0.00000006,9432,0.00000097,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xll,8192,0.00000006,13011,0.00000022,,0.00000000,,below-cut,"books,web,subtlex",
vnu,,0.00000000,8192,0.00000171,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
fws,8194,0.00000006,10025,0.00000076,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ncg,,0.00000000,8194,0.00000171,,0.00000000,,below-cut,"books,web,subtlex",
ujr,8195,0.00000006,15014,0.00000008,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
qft,,0.00000000,8195,0.00000171,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
qig,8196,0.00000006,11240,0.00000047,,0.00000000,,below-cut,"books,web,subtlex",
sdd,,0.00000000,8196,0.00000171,,0.00000000,,below-cut,"books,web,subtlex",
pwd,8197,0.00000006,10290,0.00000068,,0.00000000,,below-cut,"books,web,subtlex",
rvp,,0.00000000,8198,0.00000170,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
lfk,8199,0.00000006,11174,0.00000048,,0.00000000,,below-cut,"books,web,subtlex",
vof,,0.00000000,8199,0.00000170,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dpn,8200,0.00000006,10645,0.00000059,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
byx,8205,0.00000006,8638,0.00000138,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ecw,,0.00000000,8205,0.00000170,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
glp,8206,0.00000006,10429,0.00000064,,0.00000000,,below-cut,"books,web,subtlex",
rmv,8643,0.00000005,8206,0.00000170,,0.00000000,,below-cut,"books,web,subtlex",
ajf,8207,0.00000006,13659,0.00000016,,0.00000000,,below-cut,"books,web,subtlex",
axh,,0.00000000,8208,0.00000169,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xgz,,0.00000000,8209,0.00000169,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
ijt,8210,0.00000006,12100,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jti,8211,0.00000006,11245,0.00000046,,0.00000000,,below-cut,"books,web,subtlex",
dvs,,0.00000000,8211,0.00000169,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
oyk,8213,0.00000006,9980,0.00000077,,0.00000000,,below-cut,"books,web,subtlex",redirect
tdw,,0.00000000,8216,0.00000169,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dhl,8217,0.00000006,9581,0.00000092,,0.00000000,,below-cut,"books,web,subtlex",
mrj,,0.00000000,8217,0.00000169,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zoc,8218,0.00000006,9300,0.00000103,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mdv,,0.00000000,8218,0.00000169,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rhp,,0.00000000,8220,0.00000168,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zky,8221,0.00000006,11218,0.00000047,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mrl,8222,0.00000006,8303,0.00000161,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rlj,,0.00000000,8223,0.00000168,,0.00000000,,below-cut,"books,web,subtlex",
svt,8224,0.00000006,10149,0.00000072,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
epk,,0.00000000,8224,0.00000168,,0.00000000,,below-cut,"books,web,subtlex",
mdf,8226,0.00000006,8832,0.00000125,,0.00000000,,below-cut,"books,web,subtlex",
frd,8227,0.00000006,8590,0.00000141,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
upv,,0.00000000,8228,0.00000168,,0.00000000,,below-cut,"books,web,subtlex",
fmv,8229,0.00000006,12863,0.00000023,,0.00000000,,below-cut,"books,web,subtlex",
jrs,8232,0.00000006,9106,0.00000111,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nhp,,0.00000000,8232,0.00000167,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ehc,8234,0.00000006,8900,0.00000121,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wuc,8235,0.00000006,11658,0.00000039,,0.00000000,,below-cut,"books,web,subtlex",
kvm,,0.00000000,8235,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",
tpb,,0.00000000,8237,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",
aae,8238,0.00000006,8652,0.00000137,,0.00000000,,below-cut,"books,web,subtlex",
phw,,0.00000000,8238,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fcm,8239,0.00000006,9856,0.00000081,,0.00000000,,below-cut,"books,web,subtlex",
tdl,,0.00000000,8239,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",
srr,8240,0.00000006,9789,0.00000084,,0.00000000,,below-cut,"books,web,subtlex",
gcd,8458,0.00000005,8240,0.00000167,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
sfb,,0.00000000,8241,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
lhs,8243,0.00000006,10187,0.00000071,,0.00000000,,below-cut,"books,web,subtlex",
omx,,0.00000000,8245,0.00000167,,0.00000000,,below-cut,"books,web,subtlex",
hfs,8246,0.00000006,9648,0.00000089,,0.00000000,,below-cut,"books,web,subtlex",
tmt,8358,0.00000006,8246,0.00000166,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
baq,8247,0.00000006,11198,0.00000047,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
yrh,,0.00000000,8248,0.00000166,,0.00000000,,below-cut,"books,web,subtlex",
ezs,,0.00000000,8250,0.00000166,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
mrw,,0.00000000,8253,0.00000166,,0.00000000,,below-cut,"books,web,subtlex",
pgm,8254,0.00000006,8973,0.00000117,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
awu,8264,0.00000006,8255,0.00000166,,0.00000000,,below-cut,"books,web,subtlex",
tnm,8257,0.00000006,9401,0.00000099,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
vaf,,0.00000000,8258,0.00000165,,0.00000000,,below-cut,"books,web,subtlex",
nwf,8259,0.00000006,12089,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vha,8260,0.00000006,8583,0.00000142,,0.00000000,,below-cut,"books,web,subtlex",
yrw,8261,0.00000006,10413,0.00000065,,0.00000000,,below-cut,"books,web,subtlex",
sgc,,0.00000000,8261,0.00000165,,0.00000000,,below-cut,"books,web,subtlex",redirect
cpf,8262,0.00000006,10204,0.00000071,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zub,8263,0.00000006,10866,0.00000054,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pdd,8266,0.00000006,10938,0.00000052,,0.00000000,,below-cut,"books,web,subtlex",
imv,,0.00000000,8266,0.00000165,,0.00000000,,below-cut,"books,web,subtlex",
jue,8267,0.00000006,8622,0.00000139,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
nrt,8271,0.00000006,8858,0.00000123,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
spv,,0.00000000,8271,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nrp,8273,0.00000006,9151,0.00000109,,0.00000000,,below-cut,"books,web,subtlex",
nfc,8382,0.00000006,8274,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jde,,0.00000000,8275,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
duy,8276,0.00000006,12591,0.00000026,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
aov,,0.00000000,8276,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
iwy,8278,0.00000006,9228,0.00000106,,0.00000000,,below-cut,"books,web,subtlex",
bcb,,0.00000000,8278,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",
wyg,8279,0.00000006,10071,0.00000074,,0.00000000,,below-cut,"books,web,subtlex",
xcd,,0.00000000,8279,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
rbn,8280,0.00000006,10709,0.00000057,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
kww,,0.00000000,8280,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",
nsx,,0.00000000,8281,0.00000164,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
nll,,0.00000000,8282,0.00000164,,0.00000000,,below-cut,"books,web,subtlex",
rjr,8283,0.00000006,9310,0.00000102,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
acv,8284,0.00000006,8614,0.00000139,,0.00000000,,below-cut,"books,web,subtlex",
puv,8285,0.00000006,13253,0.00000019,,0.00000000,,below-cut,"books,web,subtlex",
dcb,8286,0.00000006,8786,0.00000128,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
mmb,,0.00000000,8287,0.00000163,,0.00000000,,below-cut,"books,web,subtlex",
rcv,,0.00000000,8288,0.00000163,,0.00000000,,below-cut,"books,web,subtlex",
bbq,,0.00000000,8289,0.00000163,,0.00000000,,below-cut,"books,web,subtlex",
ydy,,0.00000000,8290,0.00000162,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lgp,,0.00000000,8292,0.00000162,,0.00000000,,below-cut,"books,web,subtlex",
