ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
ntu,1078,0.00020811,1689,0.00013094,1711,0.00006144,633,below-cut,"books,web,subtlex",
omt,4385,0.00000235,1079,0.00022903,4658,0.00000083,3579,below-cut,"books,web,subtlex",double_row_change
asu,1080,0.00020770,1526,0.00015138,1453,0.00009077,446,below-cut,"books,web,subtlex",
aye,1227,0.00016964,1275,0.00019096,1080,0.00015559,195,below-cut,"books,web,subtlex",
ndl,1512,0.00011344,1081,0.00022867,1115,0.00014691,431,below-cut,"books,web,subtlex",
ibu,1082,0.00020701,1595,0.00014195,2338,0.00002360,1256,below-cut,"books,web,subtlex",double_row_change
ldi,1197,0.00017683,1171,0.00020927,1082,0.00015508,115,below-cut,"books,web,subtlex",
esf,5812,0.00000055,1082,0.00022849,6428,0.00000001,5346,below-cut,"books,web,subtlex",redirect
aul,1513,0.00011341,2030,0.00009513,1083,0.00015473,947,below-cut,"books,web,subtlex",double_row_change
xte,1086,0.00020598,1867,0.00011107,2074,0.00003522,988,below-cut,"books,web,subtlex",redirect
iri,1087,0.00020595,1923,0.00010561,1446,0.00009158,836,below-cut,"books,web,subtlex",
heh,6500,0.00000028,1087,0.00022769,2993,0.00000843,5413,below-cut,"books,web,subtlex",double_row_change
ofe,1605,0.00009899,1088,0.00022734,1606,0.00007159,518,below-cut,"books,web,subtlex",double_row_change
dog,2188,0.00004135,2598,0.00006004,1088,0.00015398,1510,below-cut,"books,web,subtlex",double_row_change
xac,2092,0.00004755,3618,0.00002824,1089,0.00015357,2529,below-cut,"books,web,subtlex","redirect,double_row_change"
obs,1090,0.00020415,1454,0.00016265,1576,0.00007596,486,below-cut,"books,web,subtlex",double_row_change
llb,3963,0.00000376,1090,0.00022685,3111,0.00000714,2873,below-cut,"books,web,subtlex",
rtu,1091,0.00020402,1504,0.00015530,1264,0.00011752,413,below-cut,"books,web,subtlex",contains_same_finger
vea,2152,0.00004403,1091,0.00022671,2642,0.00001475,1551,below-cut,"books,web,subtlex",double_row_change
eit,1119,0.00019604,1092,0.00022662,1093,0.00015251,27,below-cut,"books,web,subtlex",
nel,1375,0.00014020,1313,0.00018364,1096,0.00015164,279,below-cut,"books,web,subtlex",double_row_change
bul,1625,0.00009637,2314,0.00007562,1097,0.00015157,1217,below-cut,"books,web,subtlex",double_row_change
yri,2202,0.00004015,1097,0.00022578,2946,0.00000901,1849,below-cut,"books,web,subtlex",
sfr,6180,0.00000037,1098,0.00022570,5795,0.00000010,5082,below-cut,"books,web,subtlex",contains_same_finger
niv,1099,0.00020099,1231,0.00019886,1786,0.00005456,687,below-cut,"books,web,subtlex",double_row_change
eva,1100,0.00020067,1285,0.00018913,1489,0.00008666,389,below-cut,"books,web,subtlex","redirect,double_row_change"
gur,1103,0.00020033,2075,0.00009195,1151,0.00013943,972,below-cut,"books,web,subtlex",
agi,1299,0.00015377,1734,0.00012490,1103,0.00015039,631,below-cut,"books,web,subtlex",
twi,1986,0.00005617,1103,0.00022492,1525,0.00008139,883,below-cut,"books,web,subtlex",
phe,1104,0.00020030,1723,0.00012635,1494,0.00008609,619,below-cut,"books,web,subtlex",double_row_change
ege,1193,0.00017790,1104,0.00022414,1403,0.00009700,299,below-cut,"books,web,subtlex",double_row_change
beh,1203,0.00017491,2176,0.00008495,1104,0.00015024,1072,below-cut,"books,web,subtlex",double_row_change
pme,1110,0.00019859,1105,0.00022386,2220,0.00002781,1115,below-cut,"books,web,subtlex",double_row_change
ouc,1926,0.00006109,1469,0.00016081,1105,0.00015004,821,below-cut,"books,web,subtlex",
mmy,3091,0.00001152,3847,0.00002412,1106,0.00014990,2741,below-cut,"books,web,subtlex",contains_same_finger
olv,1108,0.00019890,2076,0.00009193,1455,0.00009053,968,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ift,1192,0.00017804,1108,0.00022279,1117,0.00014651,84,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
idi,1314,0.00015098,1640,0.00013630,1108,0.00014975,532,below-cut,"books,web,subtlex",double_row_change
lum,1109,0.00019889,1587,0.00014298,1660,0.00006645,551,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
rsh,1391,0.00013735,1109,0.00022256,1645,0.00006777,536,below-cut,"books,web,subtlex",
pap,1356,0.00014315,1554,0.00014760,1111,0.00014888,443,below-cut,"books,web,subtlex",double_row_change
ils,1388,0.00013841,1111,0.00022242,1581,0.00007490,470,below-cut,"books,web,subtlex",
ply,1112,0.00019848,1299,0.00018615,1661,0.00006627,549,below-cut,"books,web,subtlex",double_row_change
oys,2075,0.00004912,2303,0.00007648,1113,0.00014816,1190,below-cut,"books,web,subtlex",
ngr,1511,0.00011360,1233,0.00019832,1114,0.00014748,397,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
nif,1115,0.00019774,2006,0.00009809,1520,0.00008174,891,below-cut,"books,web,subtlex",double_row_change
usa,1397,0.00013541,1115,0.00022128,1405,0.00009676,290,below-cut,"books,web,subtlex",
sia,1117,0.00019642,1481,0.00015806,1701,0.00006264,584,below-cut,"books,web,subtlex",double_row_change
buy,2207,0.00003980,1117,0.00022036,1168,0.00013583,1090,below-cut,"books,web,subtlex",contains_same_finger
bin,1118,0.00019625,1377,0.00017432,1275,0.00011647,259,below-cut,"books,web,subtlex",double_row_change
wes,1146,0.00018792,1118,0.00022024,1490,0.00008662,372,below-cut,"books,web,subtlex",
sua,1120,0.00019549,1960,0.00010282,1367,0.00010226,840,below-cut,"books,web,subtlex",double_row_change
avo,1240,0.00016731,1773,0.00012026,1121,0.00014578,652,below-cut,"books,web,subtlex",double_row_change
geo,1324,0.00014988,1121,0.00022019,1138,0.00014149,203,below-cut,"books,web,subtlex",
loy,1122,0.00019495,1684,0.00013145,1846,0.00004916,724,below-cut,"books,web,subtlex",contains_same_finger
tma,2480,0.00002721,1123,0.00021981,1410,0.00009600,1357,below-cut,"books,web,subtlex",double_row_change
hie,1124,0.00019396,2093,0.00009084,1344,0.00010592,969,below-cut,"books,web,subtlex",
fal,1317,0.00015055,1620,0.00013953,1125,0.00014478,495,below-cut,"books,web,subtlex",
erw,1659,0.00009136,1126,0.00021900,1602,0.00007183,533,below-cut,"books,web,subtlex",redirect
tne,1597,0.00010008,1127,0.00021888,1262,0.00011780,470,below-cut,"books,web,subtlex",double_row_change
ngf,2998,0.00001302,1128,0.00021833,3537,0.00000400,2409,below-cut,"books,web,subtlex",contains_same_finger
rut,1628,0.00009610,3168,0.00003808,1129,0.00014387,2039,below-cut,"books,web,subtlex",
scu,1130,0.00019203,1456,0.00016249,1401,0.00009734,326,below-cut,"books,web,subtlex",double_row_change
uic,1817,0.00007148,2319,0.00007547,1130,0.00014344,1189,below-cut,"books,web,subtlex",
dse,4173,0.00000299,1131,0.00021798,3952,0.00000222,3042,below-cut,"books,web,subtlex",
ogy,1132,0.00019177,1190,0.00020691,2001,0.00003945,869,below-cut,"books,web,subtlex",double_row_change
ywa,3098,0.00001144,2165,0.00008560,1132,0.00014256,1966,below-cut,"books,web,subtlex",
dee,1133,0.00019163,2088,0.00009104,1305,0.00011169,955,below-cut,"books,web,subtlex",contains_same_finger
dde,1246,0.00016499,1133,0.00021792,1337,0.00010685,204,below-cut,"books,web,subtlex",contains_same_finger
jes,1858,0.00006703,3507,0.00003003,1133,0.00014240,2374,below-cut,"books,web,subtlex",double_row_change
rav,1278,0.00015773,1158,0.00021169,1134,0.00014230,144,below-cut,"books,web,subtlex",double_row_change
ndw,2990,0.00001322,1135,0.00021765,2371,0.00002263,1855,below-cut,"books,web,subtlex",double_row_change
ubs,1136,0.00019093,1401,0.00016958,2133,0.00003206,997,below-cut,"books,web,subtlex",double_row_change
acy,1571,0.00010370,1137,0.00021730,2104,0.00003339,967,below-cut,"books,web,subtlex",double_row_change
vai,1491,0.00011843,1139,0.00021571,2333,0.00002370,1194,below-cut,"books,web,subtlex",double_row_change
unk,1977,0.00005693,2648,0.00005772,1140,0.00014146,1508,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ben,1141,0.00018873,1523,0.00015188,1217,0.00012652,382,below-cut,"books,web,subtlex",double_row_change
imm,1185,0.00017914,2070,0.00009233,1141,0.00014129,929,below-cut,"books,web,subtlex",
nov,1528,0.00010927,1141,0.00021533,2236,0.00002695,1095,below-cut,"books,web,subtlex",double_row_change
rfe,1654,0.00009192,2429,0.00006938,1143,0.00014089,1286,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
lbe,2415,0.00002983,1143,0.00021505,2603,0.00001564,1460,below-cut,"books,web,subtlex",double_row_change
ipl,1144,0.00018821,2077,0.00009185,1966,0.00004134,933,below-cut,"books,web,subtlex",redirect
tsi,1892,0.00006372,1144,0.00021491,1374,0.00010134,748,below-cut,"books,web,subtlex",double_row_change
yer,1287,0.00015632,1145,0.00021467,1188,0.00013271,142,below-cut,"books,web,subtlex",
poo,1545,0.00010650,2387,0.00007164,1146,0.00014008,1241,below-cut,"books,web,subtlex",
ebs,3211,0.00000954,1146,0.00021414,3047,0.00000793,2065,below-cut,"books,web,subtlex","redirect,double_row_change"
tas,1445,0.00012814,1147,0.00021411,1330,0.00010834,298,below-cut,"books,web,subtlex",redirect
mpu,1523,0.00011130,1148,0.00021383,1706,0.00006190,558,below-cut,"books,web,subtlex",
udd,1779,0.00007561,3417,0.00003216,1148,0.00013969,2269,below-cut,"books,web,subtlex",
nfl,1149,0.00018743,2345,0.00007410,2222,0.00002777,1196,below-cut,"books,web,subtlex",
ief,1150,0.00018712,2291,0.00007737,1334,0.00010725,1141,below-cut,"books,web,subtlex",
gav,1774,0.00007579,3963,0.00002224,1150,0.00013958,2813,below-cut,"books,web,subtlex",
dbe,3838,0.00000437,1150,0.00021371,4163,0.00000164,3013,below-cut,"books,web,subtlex",double_row_change
opo,1151,0.00018608,1459,0.00016205,2047,0.00003649,896,below-cut,"books,web,subtlex",
alf,1440,0.00012851,1372,0.00017596,1152,0.00013939,288,below-cut,"books,web,subtlex",
fur,1153,0.00018532,1899,0.00010798,1709,0.00006163,746,below-cut,"books,web,subtlex",
upl,2052,0.00005034,2469,0.00006715,1153,0.00013913,1316,below-cut,"books,web,subtlex",redirect
xce,1155,0.00018506,1918,0.00010603,1268,0.00011710,763,below-cut,"books,web,subtlex",contains_same_finger
nua,1502,0.00011597,1155,0.00021246,2494,0.00001822,1339,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
mur,1945,0.00005999,3420,0.00003214,1155,0.00013884,2265,below-cut,"books,web,subtlex",contains_same_finger
gua,1156,0.00018466,1419,0.00016766,1306,0.00011169,263,below-cut,"books,web,subtlex",double_row_change
vac,2247,0.00003759,1156,0.00021235,1885,0.00004634,1091,below-cut,"books,web,subtlex","redirect,double_row_change"
rra,1157,0.00018448,1367,0.00017692,1223,0.00012499,210,below-cut,"books,web,subtlex",
gor,1592,0.00010113,1157,0.00021169,2098,0.00003383,941,below-cut,"books,web,subtlex",
adm,1159,0.00018387,1450,0.00016335,1458,0.00009023,299,below-cut,"books,web,subtlex",
urp,1200,0.00017561,1215,0.00020087,1159,0.00013706,56,below-cut,"books,web,subtlex",
pha,1160,0.00018357,1712,0.00012811,1791,0.00005399,631,below-cut,"books,web,subtlex",
cem,1518,0.00011267,1160,0.00021146,1895,0.00004577,735,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
vem,1162,0.00018351,1280,0.00019065,2216,0.00002791,1054,below-cut,"books,web,subtlex",double_row_change
xpl,1176,0.00018109,2089,0.00009104,1162,0.00013641,927,below-cut,"books,web,subtlex",double_row_change
ril,1163,0.00018333,1575,0.00014503,1318,0.00011032,412,below-cut,"books,web,subtlex",
edg,1164,0.00018322,1736,0.00012480,1721,0.00005995,572,below-cut,"books,web,subtlex",contains_same_finger
api,1165,0.00018309,1848,0.00011257,1967,0.00004122,802,below-cut,"books,web,subtlex",
sun,1586,0.00010222,1165,0.00021043,1254,0.00011910,421,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
rif,1498,0.00011689,2357,0.00007360,1166,0.00013593,1191,below-cut,"books,web,subtlex",
aly,1167,0.00018290,1652,0.00013551,2239,0.00002681,1072,below-cut,"books,web,subtlex",
ify,1588,0.00010212,1167,0.00020987,1830,0.00005029,663,below-cut,"books,web,subtlex",double_row_change
dly,1168,0.00018284,2496,0.00006581,1317,0.00011032,1328,below-cut,"books,web,subtlex",
eur,1169,0.00018275,1189,0.00020706,1687,0.00006368,518,below-cut,"books,web,subtlex",
heg,3475,0.00000701,1172,0.00020913,5821,0.00000009,4649,below-cut,"books,web,subtlex",double_row_change
eiv,1174,0.00018211,1853,0.00011224,1880,0.00004666,706,below-cut,"books,web,subtlex",
lio,1357,0.00014313,1668,0.00013368,1174,0.00013470,494,below-cut,"books,web,subtlex",
gem,1386,0.00013880,1175,0.00020870,2107,0.00003316,932,below-cut,"books,web,subtlex",double_row_change
lib,1178,0.00018087,1250,0.00019546,1779,0.00005533,601,below-cut,"books,web,subtlex",double_row_change
opy,2027,0.00005223,1178,0.00020846,2067,0.00003543,889,below-cut,"books,web,subtlex",redirect
nsw,1609,0.00009826,1572,0.00014529,1179,0.00013420,430,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ewh,1923,0.00006152,1180,0.00020830,1598,0.00007267,743,below-cut,"books,web,subtlex",
ola,1181,0.00018002,1287,0.00018858,1533,0.00008053,352,below-cut,"books,web,subtlex",contains_same_finger
sas,2272,0.00003622,1181,0.00020825,2063,0.00003590,1091,below-cut,"books,web,subtlex",
sce,1182,0.00017990,1860,0.00011157,1513,0.00008355,678,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
mma,1183,0.00017976,1505,0.00015503,1349,0.00010489,322,below-cut,"books,web,subtlex",
tun,1347,0.00014469,1484,0.00015774,1183,0.00013386,301,below-cut,"books,web,subtlex",contains_same_finger
edw,2399,0.00003075,1183,0.00020820,2615,0.00001522,1432,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
chu,1184,0.00017973,1903,0.00010742,1346,0.00010580,719,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
dmi,1186,0.00017890,1491,0.00015705,1498,0.00008517,312,below-cut,"books,web,subtlex",double_row_change
flu,1187,0.00017866,2681,0.00005632,1859,0.00004802,1494,below-cut,"books,web,subtlex",
fit,1239,0.00016768,1187,0.00020746,1435,0.00009275,248,below-cut,"books,web,subtlex",
pta,1716,0.00008330,2685,0.00005626,1187,0.00013301,1498,below-cut,"books,web,subtlex",
vir,1189,0.00017824,1281,0.00018997,1720,0.00006019,531,below-cut,"books,web,subtlex",
isl,1308,0.00015226,1191,0.00020689,1982,0.00004044,791,below-cut,"books,web,subtlex",
dso,2382,0.00003160,1193,0.00020623,2103,0.00003343,1189,below-cut,"books,web,subtlex",
etu,1286,0.00015636,1194,0.00020582,1465,0.00008870,271,below-cut,"books,web,subtlex",
bir,1699,0.00008508,2352,0.00007376,1194,0.00013140,1158,below-cut,"books,web,subtlex",
oar,1515,0.00011276,1195,0.00020555,1360,0.00010310,320,below-cut,"books,web,subtlex",double_row_change
cky,2531,0.00002490,2823,0.00005051,1196,0.00013012,1627,below-cut,"books,web,subtlex",double_row_change
nas,1909,0.00006260,1197,0.00020487,2075,0.00003511,878,below-cut,"books,web,subtlex",
sue,1198,0.00017682,1490,0.00015727,1649,0.00006727,451,below-cut,"books,web,subtlex",
ipp,1600,0.00009928,1206,0.00020331,1198,0.00012955,402,below-cut,"books,web,subtlex",
owl,1199,0.00017618,1975,0.00010080,1552,0.00007849,776,below-cut,"books,web,subtlex",
pot,1201,0.00017556,1826,0.00011474,1200,0.00012942,626,below-cut,"books,web,subtlex",
dpr,6476,0.00000028,1200,0.00020387,4410,0.00000115,5276,below-cut,"books,web,subtlex",
nol,1550,0.00010631,1201,0.00020373,2358,0.00002291,1157,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ops,1629,0.00009588,1799,0.00011724,1201,0.00012923,598,below-cut,"books,web,subtlex",
six,1529,0.00010866,3108,0.00003979,1203,0.00012886,1905,below-cut,"books,web,subtlex",double_row_change
tbe,4054,0.00000340,1203,0.00020338,3434,0.00000453,2851,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ury,1204,0.00017485,2175,0.00008497,1622,0.00007000,971,below-cut,"books,web,subtlex",
cea,1821,0.00007098,1204,0.00020335,2058,0.00003621,854,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ltu,1205,0.00017420,2134,0.00008753,2544,0.00001710,1339,below-cut,"books,web,subtlex",
pid,1733,0.00008100,3063,0.00004142,1205,0.00012867,1858,below-cut,"books,web,subtlex",
fle,1206,0.00017414,2027,0.00009563,1421,0.00009451,821,below-cut,"books,web,subtlex",
nyb,3494,0.00000678,4088,0.00002052,1206,0.00012836,2882,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
nad,1798,0.00007287,1207,0.00020307,2226,0.00002764,1019,below-cut,"books,web,subtlex",
igg,2331,0.00003358,3177,0.00003784,1207,0.00012831,1970,below-cut,"books,web,subtlex",
rva,1209,0.00017360,1965,0.00010218,1904,0.00004476,756,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ipt,1446,0.00012803,1210,0.00020252,1854,0.00004839,644,below-cut,"books,web,subtlex",
vor,1674,0.00008868,2247,0.00007988,1211,0.00012751,1036,below-cut,"books,web,subtlex",
dof,5362,0.00000085,1211,0.00020233,4488,0.00000104,4151,below-cut,"books,web,subtlex",double_row_change
hod,1212,0.00017297,1901,0.00010772,2596,0.00001591,1384,below-cut,"books,web,subtlex",double_row_change
map,2229,0.00003824,1212,0.00020229,2316,0.00002448,1104,below-cut,"books,web,subtlex",double_row_change
oic,1442,0.00012843,2198,0.00008338,1213,0.00012736,985,below-cut,"books,web,subtlex",
cos,1214,0.00017173,1232,0.00019846,1472,0.00008823,258,below-cut,"books,web,subtlex",double_row_change
uns,1477,0.00011953,2028,0.00009558,1214,0.00012726,814,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
tpr,4917,0.00000135,1214,0.00020153,3488,0.00000425,3703,below-cut,"books,web,subtlex",
ebr,1624,0.00009646,1216,0.00020086,1785,0.00005466,569,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
irc,1217,0.00017135,1882,0.00010931,1605,0.00007164,665,below-cut,"books,web,subtlex",
exe,1218,0.00017109,1753,0.00012271,1936,0.00004309,718,below-cut,"books,web,subtlex",double_row_change
ams,1433,0.00012969,1218,0.00020050,1363,0.00010282,215,below-cut,"books,web,subtlex",double_row_change
ugg,1219,0.00017097,2259,0.00007936,1361,0.00010293,1040,below-cut,"books,web,subtlex",
sil,1230,0.00016917,1876,0.00010957,1219,0.00012585,657,below-cut,"books,web,subtlex",double_row_change
ctr,1220,0.00017071,1221,0.00019987,1831,0.00005012,611,below-cut,"books,web,subtlex",contains_same_finger
rks,1349,0.00014458,1220,0.00020010,1350,0.00010487,130,below-cut,"books,web,subtlex",
nvi,1221,0.00017045,1312,0.00018391,1246,0.00012092,91,below-cut,"books,web,subtlex",
afe,1833,0.00006997,1559,0.00014650,1221,0.00012541,612,below-cut,"books,web,subtlex",redirect
xis,1222,0.00017040,2389,0.00007159,1989,0.00004000,1167,below-cut,"books,web,subtlex",double_row_change
dio,1650,0.00009293,1388,0.00017241,1222,0.00012510,428,below-cut,"books,web,subtlex",
pop,1223,0.00017025,1666,0.00013392,1417,0.00009484,443,below-cut,"books,web,subtlex",
oph,1224,0.00016996,2108,0.00008982,1682,0.00006433,884,below-cut,"books,web,subtlex",redirect
ehi,1746,0.00007925,1489,0.00015728,1224,0.00012493,522,below-cut,"books,web,subtlex",double_row_change
odi,1225,0.00016994,1278,0.00019079,1844,0.00004924,619,below-cut,"books,web,subtlex",double_row_change
dru,1843,0.00006887,2109,0.00008979,1225,0.00012487,884,below-cut,"books,web,subtlex",
efr,2486,0.00002658,1225,0.00019967,2513,0.00001784,1288,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
idu,1226,0.00016964,2346,0.00007406,2677,0.00001364,1451,below-cut,"books,web,subtlex",double_row_change
ngp,6276,0.00000034,1226,0.00019927,4639,0.00000085,5050,below-cut,"books,web,subtlex",double_row_change
mac,1271,0.00015893,1227,0.00019919,1227,0.00012434,44,below-cut,"books,web,subtlex",double_row_change
elv,1228,0.00016929,2754,0.00005354,1370,0.00010173,1526,below-cut,"books,web,subtlex",double_row_change
ots,1711,0.00008352,1307,0.00018487,1228,0.00012434,483,below-cut,"books,web,subtlex",
opt,1453,0.00012613,1229,0.00019904,1886,0.00004628,657,below-cut,"books,web,subtlex",
goe,2220,0.00003878,3814,0.00002457,1229,0.00012433,2585,below-cut,"books,web,subtlex",
ods,1231,0.00016904,1617,0.00013971,1763,0.00005607,532,below-cut,"books,web,subtlex",
ymo,2554,0.00002391,1945,0.00010384,1232,0.00012382,1322,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fea,1233,0.00016836,1350,0.00017948,1497,0.00008526,264,below-cut,"books,web,subtlex",double_row_change
apo,1632,0.00009562,1759,0.00012233,1233,0.00012372,526,below-cut,"books,web,subtlex",
ceo,3575,0.00000604,1234,0.00019822,5013,0.00000047,3779,below-cut,"books,web,subtlex",contains_same_finger
evo,1235,0.00016816,2231,0.00008112,1818,0.00005145,996,below-cut,"books,web,subtlex",double_row_change
rls,2336,0.00003340,2370,0.00007306,1235,0.00012338,1135,below-cut,"books,web,subtlex",
tet,2891,0.00001488,1235,0.00019812,3401,0.00000473,2166,below-cut,"books,web,subtlex",
une,1236,0.00016789,1408,0.00016841,1412,0.00009565,176,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
upi,1913,0.00006249,2928,0.00004671,1236,0.00012335,1692,below-cut,"books,web,subtlex",redirect
ldr,1237,0.00016772,1650,0.00013560,1321,0.00011004,413,below-cut,"books,web,subtlex",
lte,1238,0.00016770,1437,0.00016563,1609,0.00007121,371,below-cut,"books,web,subtlex",
ecr,1263,0.00016070,1341,0.00018039,1238,0.00012294,103,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
nlo,3281,0.00000877,1240,0.00019738,2647,0.00001461,2041,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
rmo,1552,0.00010602,1241,0.00019722,1956,0.00004185,715,below-cut,"books,web,subtlex",double_row_change
onp,3378,0.00000773,1242,0.00019713,4428,0.00000113,3186,below-cut,"books,web,subtlex","redirect,double_row_change"
ucc,1243,0.00016654,2414,0.00007037,1888,0.00004615,1171,below-cut,"books,web,subtlex",
rer,1626,0.00009627,1243,0.00019707,1868,0.00004745,625,below-cut,"books,web,subtlex",
yme,1454,0.00012572,1244,0.00019701,2359,0.00002289,1115,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
bui,1266,0.00016022,1545,0.00014840,1245,0.00012143,300,below-cut,"books,web,subtlex",
sne,1996,0.00005492,1246,0.00019655,1999,0.00003962,753,below-cut,"books,web,subtlex",double_row_change
hoe,2330,0.00003370,2443,0.00006848,1247,0.00012056,1196,below-cut,"books,web,subtlex",
llt,4537,0.00000199,1247,0.00019629,4800,0.00000068,3553,below-cut,"books,web,subtlex",
fes,1249,0.00016486,1536,0.00014984,1260,0.00011792,287,below-cut,"books,web,subtlex",double_row_change
elt,1360,0.00014243,1872,0.00011047,1249,0.00012007,623,below-cut,"books,web,subtlex",double_row_change
lam,1415,0.00013273,1880,0.00010937,1251,0.00012002,629,below-cut,"books,web,subtlex",
ths,1363,0.00014191,1256,0.00019446,1252,0.00011929,111,below-cut,"books,web,subtlex",
smo,1932,0.00006078,1252,0.00019504,1467,0.00008854,680,below-cut,"books,web,subtlex",double_row_change
nie,1261,0.00016141,1701,0.00012944,1253,0.00011925,448,below-cut,"books,web,subtlex",
ofp,,0.00000000,1254,0.00019476,6193,0.00000003,,below-cut,"books,web,subtlex",double_row_change
aps,1309,0.00015221,2013,0.00009647,1256,0.00011869,757,below-cut,"books,web,subtlex",double_row_change
asp,1590,0.00010167,1257,0.00019440,2036,0.00003733,779,below-cut,"books,web,subtlex",
saf,1885,0.00006440,1558,0.00014724,1257,0.00011866,628,below-cut,"books,web,subtlex",redirect
opm,1258,0.00016202,1550,0.00014780,3000,0.00000837,1742,below-cut,"books,web,subtlex",redirect
ols,1406,0.00013417,1258,0.00019392,2002,0.00003938,744,below-cut,"books,web,subtlex",contains_same_finger
joe,3068,0.00001184,4145,0.00001977,1258,0.00011839,2887,below-cut,"books,web,subtlex",
ium,1259,0.00016162,1762,0.00012175,1906,0.00004467,647,below-cut,"books,web,subtlex",contains_same_finger
owa,1260,0.00016142,1428,0.00016674,1764,0.00005598,504,below-cut,"books,web,subtlex",
ndf,2902,0.00001475,1260,0.00019376,2414,0.00002081,1642,below-cut,"books,web,subtlex",
rul,1262,0.00016122,2137,0.00008720,1406,0.00009645,875,below-cut,"books,web,subtlex",
rgi,1434,0.00012960,1793,0.00011790,1263,0.00011752,530,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
seo,3625,0.00000566,1263,0.00019343,3396,0.00000480,2362,below-cut,"books,web,subtlex",
uis,1264,0.00016059,1956,0.00010311,1529,0.00008102,692,below-cut,"books,web,subtlex",
ado,1342,0.00014571,1264,0.00019340,1535,0.00008043,271,below-cut,"books,web,subtlex",
nen,1265,0.00016046,1321,0.00018247,2118,0.00003266,853,below-cut,"books,web,subtlex",double_row_change
dou,1303,0.00015325,1544,0.00014842,1265,0.00011743,279,below-cut,"books,web,subtlex",
bsi,2498,0.00002627,1265,0.00019297,3389,0.00000484,2124,below-cut,"books,web,subtlex",double_row_change
rok,1874,0.00006524,2946,0.00004595,1266,0.00011735,1680,below-cut,"books,web,subtlex",
sba,2124,0.00004579,1870,0.00011052,1267,0.00011711,857,below-cut,"books,web,subtlex","redirect,double_row_change"
iod,1269,0.00015940,2322,0.00007536,2472,0.00001881,1203,below-cut,"books,web,subtlex",
owt,1793,0.00007360,1269,0.00019237,3124,0.00000707,1855,below-cut,"books,web,subtlex",
ahe,2636,0.00002089,3072,0.00004102,1269,0.00011708,1803,below-cut,"books,web,subtlex",
fla,1381,0.00013979,1452,0.00016306,1272,0.00011683,180,below-cut,"books,web,subtlex",
ndh,3111,0.00001113,1272,0.00019141,3549,0.00000395,2277,below-cut,"books,web,subtlex",
pal,1273,0.00015880,1611,0.00014014,1409,0.00009601,338,below-cut,"books,web,subtlex",
iol,1274,0.00015853,2063,0.00009268,1718,0.00006056,789,below-cut,"books,web,subtlex",contains_same_finger
hae,2219,0.00003881,3054,0.00004193,1274,0.00011657,1780,below-cut,"books,web,subtlex",
sly,1276,0.00015819,2907,0.00004752,1327,0.00010876,1631,below-cut,"books,web,subtlex",
bon,1399,0.00013496,1851,0.00011227,1276,0.00011627,575,below-cut,"books,web,subtlex",double_row_change
nca,2206,0.00003988,1276,0.00019093,2433,0.00002009,1157,below-cut,"books,web,subtlex",
abs,1277,0.00015795,2210,0.00008254,1362,0.00010282,933,below-cut,"books,web,subtlex","redirect,double_row_change"
ehe,1946,0.00005998,1277,0.00019081,2123,0.00003230,846,below-cut,"books,web,subtlex",double_row_change
lmo,1448,0.00012772,2115,0.00008921,1278,0.00011620,837,below-cut,"books,web,subtlex",double_row_change
yed,1279,0.00015749,2280,0.00007823,1290,0.00011390,1001,below-cut,"books,web,subtlex",contains_same_finger
usb,2177,0.00004233,2585,0.00006058,1279,0.00011596,1306,below-cut,"books,web,subtlex",double_row_change
cir,1280,0.00015695,2622,0.00005874,1728,0.00005890,1342,below-cut,"books,web,subtlex",
ael,1987,0.00005613,2494,0.00006583,1281,0.00011581,1213,below-cut,"books,web,subtlex",double_row_change
gul,1282,0.00015674,1978,0.00010049,1903,0.00004479,696,below-cut,"books,web,subtlex",double_row_change
