rank,bigram,count,share,movement_class,from_hand,from_finger,from_home_key,from_home_reach,to_hand,to_finger,to_home_key,to_home_reach,combined_home_reach,max_home_reach,same_finger_travel,row_change,row_span,roll_direction,outer_finger_involved,pinky_involved,top_words
34,de,21565300071,0.007648183905725693,same_finger_different_key,L,middle,d,0.0,L,middle,d,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,False,False,"made, under, de, order, development, side, death, evidence, trade, model, students, considered"
35,hi,21520845924,0.0076324181389379,same_hand_different_fingers,R,index,j,1.0,R,middle,k,1.0308,2.0308,1.0308,,True,1.0,outward,False,False,"this, his, which, him, while, high, within, children, himself, think, history, things"
36,ri,20516398905,0.007276188663828457,alternate_hands,L,index,f,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"during, right, american, period, various, experience, british, material, countries, america, rights, written"
37,ro,20491179118,0.007267244407620373,alternate_hands,L,index,f,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,False,"from, through, group, process, control, around, problem, problems, room, brought, production, groups"
38,ic,19701195496,0.0069870748758413,alternate_hands,R,middle,k,1.0308,L,middle,d,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"which, public, american, political, economic, service, policy, particular, office, specific, practice, america"
39,ne,19504235770,0.006917222650205216,alternate_hands,R,index,j,1.118,L,middle,d,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"one, new, general, never, need, line, business, next, necessary, done, money, near"
40,ea,19403941063,0.006881652898734964,same_hand_different_fingers,L,middle,d,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,outward,True,True,"each, years, great, year, early, means, head, least, death, research, area, already"
41,ra,19332539912,0.006856330314206551,same_hand_different_fingers,L,index,f,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,outward,True,True,"general, rather, several, rate, natural, trade, program, central, character, practice, generally, range"
42,ce,18367773425,0.006514173632205198,same_finger_different_key,L,middle,d,1.118,L,middle,d,1.0308,2.1488,1.118,2.136,True,2.0,same_finger,False,False,"place, since, once, process, certain, service, necessary, century, face, experience, force, office"
43,li,17604626629,0.0062435218432823885,same_hand_different_fingers,R,ring,l,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,inward,True,False,"like, life, little, public, political, line, light, english, policy, living, believe, military"
44,ch,16854985236,0.005977659776993852,alternate_hands,L,middle,d,1.118,R,index,j,1.0,2.118,1.118,,True,1.0,cross_hand,False,False,"which, such, each, much, children, school, chapter, change, church, child, research, changes"
45,ll,16257360474,0.00576571076300642,same_key,R,ring,l,0.0,R,ring,l,0.0,0.0,0.0,,False,0.0,same_finger,True,False,"all, will, well, still, small, shall, called, following, full, usually, especially, tell"
46,be,16249257887,0.005762837161652202,same_hand_different_fingers,L,index,f,1.8028,L,middle,d,1.0308,2.8336,1.8028,,True,2.0,outward,False,False,"be, been, between, being, because, before, number, become, best, better, became, members"
47,ma,15938689768,0.0056526934547922415,alternate_hands,R,index,j,1.118,L,pinky,a,0.0,1.118,1.118,,True,1.0,cross_hand,True,True,"may, made, many, man, make, small, information, human, making, matter, woman, major"
48,si,15509759748,0.00550057242402309,alternate_hands,L,ring,s,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"since, possible, university, side, business, using, position, analysis, similar, single, considered, six"
49,om,15402602484,0.005462568850726722,same_hand_different_fingers,R,ring,l,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,inward,True,False,"from, some, come, women, home, become, common, company, something, economic, room, woman"
50,ur,15303657594,0.005427477814999868,alternate_hands,R,index,j,1.0308,L,index,f,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"our, your, during, figure, course, four, nature, court, church, further, century, natural"
51,ca,15174413181,0.005381640982859478,same_hand_different_fingers,L,middle,d,1.118,L,pinky,a,0.0,1.118,1.118,,True,1.0,outward,True,True,"can, because, case, called, american, came, political, education, cases, became, local, care"
52,el,14952716079,0.0053030155892002185,alternate_hands,L,middle,d,1.0308,R,ring,l,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,False,"well, himself, development, itself, level, themselves, self, help, held, field, model, felt"
53,ta,14941000711,0.005298860706648515,same_hand_different_fingers,L,index,f,1.25,L,pinky,a,0.0,1.25,1.25,,True,1.0,outward,True,True,"state, states, take, important, certain, data, table, taken, total, capital, military, taking"
54,la,14874551789,0.005275294441670981,alternate_hands,R,ring,l,0.0,L,pinky,a,0.0,0.0,0.0,,False,0.0,cross_hand,True,True,"place, large, law, last, later, land, class, particular, la, black, language, similar"
55,ns,14350320288,0.005089374518664006,alternate_hands,R,index,j,1.118,L,ring,s,0.0,1.118,1.118,,True,1.0,cross_hand,True,False,"against, means, sense, conditions, considered, questions, instead, persons, relationship, relations, answer, response"
56,di,13899990598,0.0049296640450796365,alternate_hands,L,middle,d,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"did, different, individual, conditions, according, studies, including, difficult, building, condition, addition, direct"
57,fo,13753006196,0.004877535684515768,alternate_hands,L,index,f,0.0,R,ring,l,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"for, before, found, form, information, following, four, therefore, force, foreign, food, forms"
58,ho,13672603513,0.004849020685694829,same_hand_different_fingers,R,index,j,1.0,R,ring,l,1.0308,2.0308,1.0308,,True,1.0,outward,True,False,"who, should, those, how, however, without, house, though, thought, school, although, whole"
59,pe,13477683504,0.004779891850444238,alternate_hands,R,pinky,;,1.0308,L,middle,d,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,True,"people, per, period, person, type, perhaps, open, experience, special, especially, personal, property"
60,ec,13457763533,0.004772827186326274,same_finger_different_key,L,middle,d,1.0308,L,middle,d,1.118,2.1488,1.118,2.136,True,2.0,same_finger,False,False,"because, second, become, effect, economic, necessary, subject, section, became, special, especially, specific"
61,pr,13378480175,0.00474470915872401,alternate_hands,R,pinky,;,1.0308,L,index,f,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,True,"present, process, press, problem, problems, production, probably, program, president, property, provide, practice"
62,no,13099447521,0.004645749577986965,same_hand_different_fingers,R,index,j,1.118,R,ring,l,1.0308,2.1488,1.118,,True,2.0,outward,True,False,"not, no, now, another, know, known, nothing, economic, enough, knowledge, north, nor"
63,ct,12997849406,0.004609717569833274,same_hand_different_fingers,L,middle,d,1.118,L,index,f,1.25,2.368,1.25,,True,2.0,inward,False,False,"fact, act, effect, action, subject, section, production, structure, function, character, practice, effects"
64,us,12808517567,0.004542570592090613,alternate_hands,R,index,j,1.0308,L,ring,s,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,False,"must, because, use, used, us, just, thus, house, business, using, various, usually"
65,ac,12625666388,0.004477721995513402,same_hand_different_fingers,L,pinky,a,0.0,L,middle,d,1.118,1.118,1.118,,True,1.0,inward,True,True,"each, back, place, fact, act, action, face, black, according, account, surface, character"
66,ot,12465822481,0.004421032981545556,alternate_hands,R,ring,l,1.0308,L,index,f,1.25,2.2808,1.25,,False,0.0,cross_hand,True,False,"not, other, both, another, others, nothing, total, mother, got, note, wrote, potential"
67,il,12167821320,0.004315346175614546,same_hand_different_fingers,R,middle,k,1.0308,R,ring,l,0.0,1.0308,1.0308,,True,1.0,outward,True,False,"will, while, still, children, family, until, child, similar, available, building, military, william"
68,tr,12006693396,0.004258201782026581,same_finger_different_key,L,index,f,1.25,L,index,f,1.0308,2.2808,1.25,1.0,False,0.0,same_finger,False,False,"country, control, true, trade, structure, treatment, central, countries, strong, truth, industry, street"
69,ly,11983948242,0.0042501351601765104,same_hand_different_fingers,R,ring,l,0.0,R,index,j,1.6008,1.6008,1.6008,,True,1.0,inward,True,False,"only, family, early, usually, analysis, especially, probably, really, generally, finally, particularly, likely"
70,nc,11722631112,0.004157458431293705,alternate_hands,R,index,j,1.118,L,middle,d,1.118,2.2361,1.118,,False,0.0,cross_hand,False,False,"since, once, experience, evidence, french, including, function, increase, science, influence, increased, income"
71,et,11634161334,0.004126082418439024,same_hand_different_fingers,L,middle,d,1.0308,L,index,f,1.25,2.2808,1.25,,False,0.0,inward,False,False,"between, get, set, yet, et, whether, let, society, better, something, together, sometimes"
72,ut,11423899818,0.004051512681993427,alternate_hands,R,index,j,1.0308,L,index,f,1.25,2.2808,1.25,,False,0.0,cross_hand,False,False,"but, about, out, without, put, south, future, truth, outside, authority, solution, cut"
73,ss,11421755201,0.004050752088578574,same_key,L,ring,s,0.0,L,ring,s,0.0,0.0,0.0,,False,0.0,same_finger,True,False,"less, possible, process, business, press, necessary, class, across, pressure, loss, passed, association"
74,so,11214705934,0.003977321583723639,alternate_hands,L,ring,s,0.0,R,ring,l,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"so, some, also, social, person, society, something, south, reason, sometimes, soon, personal"
75,rs,11180732354,0.003965272774436477,same_hand_different_fingers,L,index,f,1.0308,L,ring,s,0.0,1.0308,1.0308,,True,1.0,outward,True,False,"first, years, others, university, course, person, members, personal, hours, persons, understand, workers"
76,un,11121118166,0.003944130463793296,same_finger_different_key,R,index,j,1.0308,R,index,j,1.118,2.1488,1.118,2.0156,True,2.0,same_finger,False,False,"under, found, country, united, university, until, young, around, account, community, amount, function"
77,lo,10908830081,0.0038688419999310334,same_finger_different_key,R,ring,l,0.0,R,ring,l,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,True,False,"long, development, following, love, look, london, local, along, low, lord, lower, close"
78,wa,10865206430,0.0038533707704842494,same_hand_different_fingers,L,ring,s,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,outward,True,True,"was, way, water, war, always, away, want, toward, ways, towards, wanted, washington"
79,ge,10861045622,0.0038518951302346054,same_hand_different_fingers,L,index,f,1.0,L,middle,d,1.0308,2.0308,1.0308,,True,1.0,outward,False,False,"general, large, get, change, age, together, knowledge, language, changes, management, generally, longer"
80,ie,10845731320,0.003846463877356222,alternate_hands,R,middle,k,1.0308,L,middle,d,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"society, view, experience, field, studies, science, countries, believe, series, patient, friends, patients"
81,wh,10680697684,0.0037879343139092495,alternate_hands,L,ring,s,1.0308,R,index,j,1.0,2.0308,1.0308,,True,1.0,cross_hand,True,False,"which, when, who, what, where, while, whole, whether, why, white, whose, whom"
82,ee,10647199443,0.0037760540847057225,same_key,L,middle,d,1.0308,L,middle,d,1.0308,2.0616,1.0308,,False,0.0,same_finger,False,False,"been, see, between, three, need, seen, free, seems, keep, indeed, seemed, feet"
83,wi,10557401491,0.003744207031848012,alternate_hands,L,ring,s,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,False,"with, will, without, within, following, wife, william, wide, otherwise, wish, growing, window"
84,em,10536054813,0.003736636382769038,alternate_hands,L,middle,d,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"them, system, themselves, problem, members, problems, seems, systems, management, seemed, movement, seem"
85,ad,10375130449,0.0036795641822092583,same_hand_different_fingers,L,pinky,a,0.0,L,middle,d,0.0,0.0,0.0,,False,0.0,inward,True,True,"had, made, head, already, trade, read, instead, addition, reading, added, road, lead"
86,ol,10305660447,0.0036549264841722333,same_finger_different_key,R,ring,l,1.0308,R,ring,l,0.0,1.0308,1.0308,1.0308,True,1.0,same_finger,True,False,"old, school, following, political, whole, control, policy, told, role, followed, college, vol"
87,rt,10198055461,0.0036167641252256148,same_finger_different_key,L,index,f,1.0308,L,index,f,1.25,2.2808,1.25,1.0,False,0.0,same_finger,False,False,"part, important, certain, court, further, party, particular, support, north, short, art, heart"
88,po,10189505383,0.003613731820145834,same_hand_different_fingers,R,pinky,;,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,inward,True,True,"upon, power, point, important, political, possible, position, policy, support, report, population, purpose"
89,we,10176141608,0.0036089923262116784,same_hand_different_fingers,L,ring,s,1.0308,L,middle,d,1.0308,2.0616,1.0308,,False,0.0,inward,True,False,"were, we, between, well, however, power, went, west, lower, twenty, followed, answer"
90,na,9790855551,0.003472349728587426,alternate_hands,R,index,j,1.118,L,pinky,a,0.0,1.118,1.118,,True,1.0,cross_hand,True,True,"national, nature, name, analysis, international, natural, personal, management, finally, original, journal, final"
91,ul,9751225781,0.0034582949383408857,same_hand_different_fingers,R,index,j,1.0308,R,ring,l,0.0,1.0308,1.0308,,True,1.0,outward,True,False,"would, could, should, result, full, particular, results, population, difficult, rule, particularly, culture"
92,ni,9564648232,0.0033921247759627383,same_hand_different_fingers,R,index,j,1.118,R,middle,k,1.0308,2.1488,1.118,,True,2.0,outward,False,False,"united, university, night, community, union, organization, beginning, morning, learning, training, significant, meaning"
93,ts,9516029773,0.0033748821262235386,same_hand_different_fingers,L,index,f,1.25,L,ring,s,0.0,1.25,1.25,,True,1.0,outward,True,False,"its, itself, results, students, rights, effects, parts, outside, points, patients, parents, elements"
94,mo,9498813191,0.0033687762253118664,same_hand_different_fingers,R,index,j,1.118,R,ring,l,1.0308,2.1488,1.118,,True,2.0,outward,True,False,"more, most, among, common, almost, mother, money, model, amount, modern, moment, movement"
95,ow,9318366591,0.0033047804182783813,alternate_hands,R,ring,l,1.0308,L,ring,s,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,False,"now, how, own, however, down, know, power, following, known, knowledge, low, show"
96,pa,9123652775,0.0032357247098555595,alternate_hands,R,pinky,;,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,True,"part, company, party, particular, past, paper, parts, space, particularly, department, patient, patients"
97,im,8959759181,0.0031775994649595714,same_hand_different_fingers,R,middle,k,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,inward,False,False,"him, time, important, himself, times, similar, sometimes, simple, simply, importance, limited, immediately"
98,mi,8957825538,0.0031769136939652737,same_hand_different_fingers,R,index,j,1.118,R,middle,k,1.0308,2.1488,1.118,,True,2.0,outward,False,False,"might, family, mind, economic, similar, military, middle, committee, limited, miles, coming, determined"
99,ai,8922759715,0.003164477518153824,alternate_hands,L,pinky,a,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,True,"said, against, again, certain, air, available, main, obtained, training, paid, certainly, faith"
100,sh,8888705287,0.0031524000359351304,alternate_hands,L,ring,s,0.0,R,index,j,1.0,1.0,1.0,,False,0.0,cross_hand,True,False,"she, should, shall, english, show, short, shown, british, established, relationship, shows, published"
101,ir,8886799024,0.0031517239753216133,alternate_hands,R,middle,k,1.0308,L,index,f,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"their, first, air, third, required, sir, spirit, direct, fire, direction, directly, entire"
102,su,8774129154,0.0031117653434659404,alternate_hands,L,ring,s,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"such, subject, result, support, results, usually, surface, pressure, sure, issue, issues, success"
103,id,8332214014,0.002955039109640445,alternate_hands,R,middle,k,1.0308,L,middle,d,0.0,1.0308,1.0308,,True,1.0,cross_hand,False,False,"said, did, side, individual, evidence, considered, idea, president, provide, provided, middle, outside"
104,os,8176085241,0.002899667676599962,alternate_hands,R,ring,l,1.0308,L,ring,s,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,False,"most, those, possible, almost, position, whose, cost, close, purpose, across, lost, loss"
105,iv,8116349309,0.0028784821891635827,alternate_hands,R,middle,k,1.0308,L,index,f,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"given, give, university, five, individual, living, received, private, river, activity, live, activities"
106,ia,8072199471,0.0028628243462715157,alternate_hands,R,middle,k,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,True,"social, special, especially, material, william, association, india, christian, associated, indian, immediately, materials"
107,am,8032259916,0.0028486596900530927,alternate_hands,L,pinky,a,0.0,R,index,j,1.118,1.118,1.118,,True,1.0,cross_hand,True,True,"same, american, among, example, came, family, name, am, became, amount, program, america"
108,fi,8024355222,0.002845856271912309,alternate_hands,L,index,f,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"first, find, figure, five, field, office, fig, specific, difficult, finally, fire, significant"
109,ci,7936922442,0.0028148480328139764,alternate_hands,L,middle,d,1.118,R,middle,k,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"social, city, society, special, especially, specific, science, council, decision, species, association, associated"
110,vi,7600241898,0.0026954434935998663,alternate_hands,L,index,f,1.118,R,middle,k,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"having, service, view, individual, evidence, living, provide, services, provided, activity, activities, behavior"
111,pl,7415349106,0.002629870834216346,same_hand_different_fingers,R,pinky,;,1.0308,R,ring,l,0.0,1.0308,1.0308,,True,1.0,inward,True,True,"people, place, example, plan, play, simple, complete, simply, placed, application, applied, principle"
112,ig,7189051323,0.002549613798323326,alternate_hands,R,middle,k,1.0308,L,index,f,1.0,2.0308,1.0308,,True,1.0,cross_hand,False,False,"might, right, high, figure, light, night, foreign, higher, fig, rights, religious, design"
113,tu,7187510085,0.0025490671946763704,alternate_hands,L,index,f,1.25,R,index,j,1.0308,2.2808,1.25,,False,0.0,cross_hand,False,False,"nature, study, century, natural, studies, students, future, structure, return, situation, turn, turned"
114,ev,7184041787,0.0025478371547114024,same_hand_different_fingers,L,middle,d,1.0308,L,index,f,1.118,2.1488,1.118,,True,2.0,inward,False,False,"even, however, every, never, development, several, level, ever, evidence, believe, developed, review"
115,ld,7122648226,0.002526063785288789,alternate_hands,R,ring,l,0.0,L,middle,d,0.0,0.0,0.0,,False,0.0,cross_hand,True,False,"would, could, should, world, old, children, child, held, told, field, building, hold"
116,ry,6985436186,0.0024774012156725655,alternate_hands,L,index,f,1.0308,R,index,j,1.6008,2.6316,1.6008,,False,0.0,cross_hand,False,False,"very, every, country, history, necessary, century, theory, story, military, industry, everything, primary"
117,mp,6743935008,0.002391752260327065,same_hand_different_fingers,R,index,j,1.118,R,pinky,;,1.0308,2.1488,1.118,,True,2.0,outward,True,True,"important, example, company, simple, complete, simply, importance, temperature, complex, attempt, companies, computer"
118,fe,6670566518,0.002365731954439461,same_hand_different_fingers,L,index,f,0.0,L,middle,d,1.0308,1.0308,1.0308,,True,1.0,outward,False,False,"life, different, few, effect, felt, effects, feet, feel, wife, difference, federal, effective"
119,bl,6581097936,0.002334001713419505,alternate_hands,L,index,f,1.8028,R,ring,l,0.0,1.8028,1.8028,,True,1.0,cross_hand,True,False,"public, possible, table, problem, able, problems, black, probably, available, blood, established, published"
120,ab,6479202253,0.0022978641720814404,same_hand_different_fingers,L,pinky,a,0.0,L,index,f,1.8028,1.8028,1.8028,,True,1.0,inward,True,True,"about, above, table, able, probably, available, established, labor, ability, considerable, labour, absence"
121,gh,6414827751,0.0022750336049891886,alternate_hands,L,index,f,1.0,R,index,j,1.0,2.0,1.0,,False,0.0,cross_hand,False,False,"through, might, right, high, though, thought, although, light, enough, night, brought, higher"
122,ty,6408447994,0.0022727710093077376,alternate_hands,L,index,f,1.25,R,index,j,1.6008,2.8508,1.6008,,False,0.0,cross_hand,False,False,"university, city, society, party, type, community, property, activity, twenty, authority, quality, types"
123,op,6313536754,0.002239110516949617,same_hand_different_fingers,R,ring,l,1.0308,R,pinky,;,1.0308,2.0616,1.0308,,False,0.0,outward,True,True,"people, development, open, population, property, developed, top, hope, europe, opinion, operation, european"
124,wo,6252724050,0.0022175431498151384,alternate_hands,L,ring,s,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,False,"would, two, work, world, women, words, word, woman, working, works, workers, worked"
125,sa,6147356936,0.0021801744573863575,same_hand_different_fingers,L,ring,s,0.0,L,pinky,a,0.0,0.0,0.0,,False,0.0,outward,True,True,"said, same, say, necessary, saw, says, thousand, saying, sample, sat, san, sales"
126,ay,6128842727,0.0021736083500363624,alternate_hands,L,pinky,a,0.0,R,index,j,1.6008,1.6008,1.6008,,True,1.0,cross_hand,True,True,"may, way, day, say, always, away, days, says, play, ways, pay, today"
127,ex,6035335807,0.0021404459030375522,same_hand_different_fingers,L,middle,d,1.0308,L,ring,s,1.118,2.1488,1.118,,True,2.0,outward,True,False,"example, next, experience, except, text, expected, extent, expression, existence, complex, exchange, exercise"
128,ke,6027536039,0.0021376796971470896,alternate_hands,R,middle,k,0.0,L,middle,d,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"like, make, take, taken, asked, keep, market, looked, makes, likely, workers, kept"
129,fr,6011200185,0.0021318861484722396,same_finger_different_key,L,index,f,0.0,L,index,f,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,False,False,"from, free, french, friends, front, france, friend, freedom, frequently, africa, african, frequency"
130,oo,5928601045,0.0021025921710596876,same_key,R,ring,l,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,same_finger,True,False,"good, too, school, book, took, look, room, soon, food, blood, looked, poor"
131,av,5778409728,0.002049326470620682,same_hand_different_fingers,L,pinky,a,0.0,L,index,f,1.118,1.118,1.118,,True,1.0,inward,True,True,"have, having, gave, available, leave, average, behavior, heavy, david, avoid, leaves, leaving"
132,ag,5772552144,0.0020472490648100632,same_hand_different_fingers,L,pinky,a,0.0,L,index,f,1.0,1.0,1.0,,False,0.0,inward,True,True,"against, again, age, language, management, average, stage, page, image, agreement, marriage, ago"
133,if,5731148470,0.002032565155377681,alternate_hands,R,middle,k,1.0308,L,index,f,0.0,1.0308,1.0308,,True,1.0,cross_hand,False,False,"if, life, different, specific, difficult, wife, difference, significant, differences, scientific, beautiful, california"
134,ap,5719570727,0.002028459081852819,alternate_hands,L,pinky,a,0.0,R,pinky,;,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,True,"chapter, perhaps, paper, capital, approach, appear, appears, application, applied, appeared, april, appropriate"
135,gr,5548472398,0.0019677786609059254,same_finger_different_key,L,index,f,1.0,L,index,f,1.0308,2.0308,1.0308,1.6008,True,1.0,same_finger,False,False,"great, group, groups, greater, growth, program, ground, degree, congress, green, agreement, progress"
136,od,5511014957,0.0019544942921995924,alternate_hands,R,ring,l,1.0308,L,middle,d,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,False,"good, god, body, period, production, method, model, food, blood, modern, methods, produced"
137,bo,5509918152,0.001954105307751377,alternate_hands,L,index,f,1.8028,R,ring,l,1.0308,2.8336,1.8028,,True,2.0,cross_hand,True,False,"about, both, above, body, book, books, board, labor, born, boy, box, labour"
138,sp,5392724233,0.0019125422113792543,alternate_hands,L,ring,s,0.0,R,pinky,;,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,True,"special, especially, specific, space, spirit, respect, species, response, speak, speech, spring, despite"
139,rd,5338083783,0.001893163848503906,same_hand_different_fingers,L,index,f,1.0308,L,middle,d,0.0,1.0308,1.0308,,True,1.0,outward,False,False,"order, words, word, according, lord, third, toward, hard, heard, board, standard, towards"
140,do,5307591560,0.0018823497105864835,alternate_hands,L,middle,d,0.0,R,ring,l,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"do, does, down, done, london, doing, door, doubt, freedom, double, window, domestic"
141,uc,5291161134,0.0018765226217315315,alternate_hands,R,index,j,1.0308,L,middle,d,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"such, much, education, production, structure, produced, product, produce, success, products, construction, introduction"
142,bu,5214802738,0.001849441938716155,alternate_hands,L,index,f,1.8028,R,index,j,1.0308,2.8336,1.8028,,True,2.0,cross_hand,False,False,"but, business, building, distribution, built, build, buildings, buy, contribution, budget, distributed, abuse"
143,ei,5169898489,0.0018335165422055663,alternate_hands,L,middle,d,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"their, being, either, foreign, received, neither, weight, eight, receive, seeing, height, protein"
144,ov,5021440160,0.0017808654499976906,alternate_hands,R,ring,l,1.0308,L,index,f,1.118,2.1488,1.118,,True,2.0,cross_hand,True,False,"over, government, above, love, provide, provided, movement, move, moved, soviet, provides, covered"
145,by,4975814759,0.001764684295250406,alternate_hands,L,index,f,1.8028,R,index,j,1.6008,3.4036,1.8028,,True,2.0,cross_hand,False,False,"by, baby, thereby, nearby, whereby, hereby, presbyterian, byron, bye, lobby, byzantine, bobby"
146,rm,4938158020,0.001751329245044116,alternate_hands,L,index,f,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"form, information, terms, term, forms, army, german, normal, performance, former, determined, formed"
147,ep,4837800987,0.001715737389512778,alternate_hands,L,middle,d,1.0308,R,pinky,;,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,True,"report, keep, department, except, kept, deep, step, reported, independent, separate, september, concept"
148,tt,4812693687,0.0017068330270812787,same_key,L,index,f,1.25,L,index,f,1.25,2.5,1.25,,False,0.0,same_finger,False,False,"little, better, matter, letter, written, attention, committee, latter, letters, attempt, getting, pattern"
149,oc,4692062395,0.0016640508583674763,alternate_hands,R,ring,l,1.0308,L,middle,d,1.118,2.1488,1.118,,True,2.0,cross_hand,True,False,"social, process, society, local, association, associated, stock, occur, processes, october, procedure, occurs"
150,fa,4624241031,0.0016399978536375908,same_hand_different_fingers,L,index,f,0.0,L,pinky,a,0.0,0.0,0.0,,False,0.0,outward,True,True,"fact, far, family, father, face, surface, factors, fall, faith, factor, failure, families"
151,ef,4588497002,0.0016273211504883858,same_hand_different_fingers,L,middle,d,1.0308,L,index,f,0.0,1.0308,1.0308,,True,1.0,inward,False,False,"before, left, therefore, effect, effects, chief, effective, reference, defined, useful, effort, efforts"
152,cu,4585165906,0.0016261397695323246,alternate_hands,L,middle,d,1.118,R,index,j,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"particular, current, difficult, particularly, culture, cut, discussion, security, cultural, circumstances, occur, discussed"
153,rn,4521640992,0.0016036105108033557,alternate_hands,L,index,f,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"government, international, return, modern, turn, turned, morning, journal, western, learning, born, concerned"
154,sc,4363410770,0.0015474937939797774,same_hand_different_fingers,L,ring,s,0.0,L,middle,d,1.118,1.118,1.118,,True,1.0,inward,True,False,"school, science, described, schools, discussion, scale, discussed, description, scientific, scene, discovered, consciousness"
155,gi,4275639800,0.001516365615010144,alternate_hands,L,index,f,1.0,R,middle,k,1.0308,2.0308,1.0308,,True,1.0,cross_hand,False,False,"given, give, religious, beginning, original, region, religion, gives, giving, girl, begin, origin"
156,da,4259590348,0.0015106736394717565,same_hand_different_fingers,L,middle,d,0.0,L,pinky,a,0.0,0.0,0.0,,False,0.0,outward,True,True,"day, data, days, standard, today, date, dark, daily, david, daughter, standards, canada"
157,yo,4226720021,0.0014990161014310313,same_hand_different_fingers,R,index,j,1.6008,R,ring,l,1.0308,2.6316,1.6008,,False,0.0,outward,True,False,"you, your, york, young, beyond, everyone, anyone, yourself, youth, younger, yours, mayor"
158,cr,4214150542,0.0014945583064235584,same_hand_different_fingers,L,middle,d,1.118,L,index,f,1.0308,2.1488,1.118,,True,2.0,inward,False,False,"increase, described, across, increased, cross, created, critical, create, description, increasing, secretary, credit"
159,cl,4201617719,0.0014901135115518744,alternate_hands,L,middle,d,1.118,R,ring,l,0.0,1.118,1.118,,True,1.0,cross_hand,True,False,"class, clear, including, close, include, clearly, included, article, claim, classes, closed, conclusion"
160,du,4186093215,0.0014846077100445331,alternate_hands,L,middle,d,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"during, education, individual, production, due, industry, produced, product, produce, products, individuals, industrial"
161,ga,4175274057,0.0014807706704570165,same_hand_different_fingers,L,index,f,1.0,L,pinky,a,0.0,1.0,1.0,,False,0.0,outward,True,True,"against, again, began, gave, organization, legal, regard, gas, negative, game, organizations, regarded"
