rank,bigram,count,share,movement_class,from_hand,from_finger,from_home_key,from_home_reach,to_hand,to_finger,to_home_key,to_home_reach,combined_home_reach,max_home_reach,same_finger_travel,row_change,row_span,roll_direction,outer_finger_involved,pinky_involved,top_words
324,ae,349540062,0.00012396519722856773,same_hand_different_fingers,L,pinky,a,0.0,L,middle,d,1.0308,1.0308,1.0308,,True,1.0,inward,True,True,"israel, michael, aesthetic, caesar, israeli, archaeological, archaeology, larvae, aerial, aesthetics, mediaeval, algae"
325,zi,341671190,0.00012117448344352996,alternate_hands,L,pinky,a,1.118,R,middle,k,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,True,"magazine, brazil, magazines, organizing, zinc, nazi, recognizing, amazing, analyzing, freezing, realizing, grazing"
326,az,334669428,0.00011869129223989193,same_finger_different_key,L,pinky,a,0.0,L,pinky,a,1.118,1.118,1.118,1.118,True,1.0,same_finger,True,True,"magazine, brazil, gaze, magazines, crazy, nazi, hazard, amazing, gazette, hazardous, jazz, hazards"
327,lc,333338045,0.00011821911415753592,alternate_hands,R,ring,l,0.0,L,middle,d,1.118,1.118,1.118,,True,1.0,cross_hand,True,False,"calculated, alcohol, welcome, calcium, calculation, calculations, calculate, calcutta, welcomed, calculating, alcoholic, volcanic"
328,py,331698156,0.00011763752370362693,same_hand_different_fingers,R,pinky,;,1.0308,R,index,j,1.6008,2.6316,1.6008,,False,0.0,inward,True,True,"happy, therapy, copy, copyright, occupy, unhappy, psychotherapy, occupying, copying, pyramid, spy, chemotherapy"
329,aj,331384552,0.00011752630331449835,alternate_hands,L,pinky,a,0.0,R,index,j,0.0,0.0,0.0,,False,0.0,cross_hand,True,True,"major, majority, majesty, trajectory, raja, majestic, aj, navajo, raj, majors, trajectories, rajasthan"
330,iq,318727904,0.00011303759361811866,alternate_hands,R,middle,k,1.0308,L,pinky,a,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,True,"techniques, technique, liquid, unique, critique, antiquity, liquor, liquids, oblique, antique, uniquely, iq"
331,nj,312598990,0.00011086395999094682,same_finger_different_key,R,index,j,1.118,R,index,j,0.0,1.118,1.118,1.118,True,1.0,same_finger,False,False,"injury, enjoy, enjoyed, benjamin, injuries, injection, injured, conjunction, enjoyment, injustice, enjoying, unjust"
332,bb,308276690,0.00010933104622731352,same_key,L,index,f,1.8028,L,index,f,1.8028,3.6056,1.8028,,False,0.0,same_finger,False,False,"rubber, caribbean, rabbit, abbey, sabbath, grabbed, rabbi, abbot, rubbed, lobby, bubble, rabbits"
333,nh,306883963,0.00010883711235245899,same_finger_different_key,R,index,j,1.118,R,index,j,1.0,2.118,1.118,1.118,True,1.0,same_finger,False,False,"inhabitants, inherent, enhanced, inheritance, unhappy, enhance, inherited, inhibition, inhabited, eisenhower, enhancement, manhattan"
334,uo,300484143,0.00010656740128132193,same_hand_different_fingers,R,index,j,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,outward,True,False,"continuous, quoted, quote, continuously, conspicuous, liquor, quotation, ambiguous, quo, quotations, quotes, virtuous"
335,kl,298033281,0.0001056981973638322,same_hand_different_fingers,R,middle,k,0.0,R,ring,l,0.0,0.0,0.0,,False,0.0,outward,True,False,"quickly, weekly, franklin, oklahoma, frankly, brooklyn, klein, folklore, ankle, tackle, reckless, checklist"
336,lr,283411884,0.00010051268485779453,alternate_hands,R,ring,l,0.0,L,index,f,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"already, railroad, cavalry, railroads, rivalry, jewelry, chivalry, ulrich, lr, rivalries, ballroom, alright"
337,tn,282266629,0.0001001065175042166,alternate_hands,L,index,f,1.25,R,index,j,1.118,2.368,1.25,,True,2.0,cross_hand,False,False,"witness, partner, partners, partnership, vietnam, witnesses, witnessed, lightning, greatness, fitness, vietnamese, brightness"
338,gm,277966576,9.858149369095683e-05,alternate_hands,L,index,f,1.0,R,index,j,1.118,2.118,1.118,,True,1.0,cross_hand,False,False,"judgment, segment, fragments, segments, judgments, fragment, paradigm, gm, pragmatic, acknowledgment, pigment, diaphragm"
339,sn,258702825,9.174955952463224e-05,alternate_hands,L,ring,s,0.0,R,index,j,1.118,1.118,1.118,,True,1.0,cross_hand,True,False,"consciousness, snow, snake, righteousness, snapped, snakes, seriousness, snap, transnational, disney, snatched, helplessness"
340,nr,258048421,9.151747362162302e-05,alternate_hands,R,index,j,1.118,L,index,f,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"henry, genre, unreasonable, monroe, enrolled, henri, unrelated, conrad, enriched, masonry, enrollment, unrest"
341,fy,256535008,9.098073817573506e-05,alternate_hands,L,index,f,0.0,R,index,j,1.6008,1.6008,1.6008,,True,1.0,cross_hand,False,False,"identify, satisfy, justify, identifying, specify, modify, satisfying, qualify, clarify, verify, testify, signify"
342,mn,247850339,8.790070008427924e-05,same_finger_different_key,R,index,j,1.118,R,index,j,1.118,2.2361,1.118,1.0,False,0.0,same_finger,False,False,"column, columns, autumn, condemned, solemn, damn, condemnation, damned, hymn, condemn, hymns, mn"
343,dw,230152384,8.162407911681682e-05,same_hand_different_fingers,L,middle,d,0.0,L,ring,s,1.0308,1.0308,1.0308,,True,1.0,outward,True,False,"edward, hardware, dwelling, edwards, worldwide, dwell, edwin, baldwin, broadway, dwellings, bandwidth, sandwich"
344,sb,223212317,7.916276818864494e-05,same_hand_different_fingers,L,ring,s,0.0,L,index,f,1.8028,1.8028,1.8028,,True,1.0,inward,True,False,"husband, husbands, isbn, pittsburgh, petersburg, presbyterian, lesbian, salisbury, lisbon, asbestos, disbelief, husbandry"
345,yr,219696469,7.791586450541088e-05,alternate_hands,R,index,j,1.6008,L,index,f,1.0308,2.6316,1.6008,,False,0.0,cross_hand,False,False,"copyright, syria, thyroid, tyranny, byron, pyramid, martyr, syrian, tyrant, payroll, lyric, martyrs"
346,dn,213431654,7.569403327201283e-05,alternate_hands,L,middle,d,0.0,R,index,j,1.118,1.118,1.118,,True,1.0,cross_hand,False,False,"dna, goodness, kindness, kidney, midnight, sydney, wednesday, madness, sidney, sadness, hardness, gardner"
347,sq,209894196,7.443946555193908e-05,same_hand_different_fingers,L,ring,s,0.0,L,pinky,a,1.0308,1.0308,1.0308,,True,1.0,outward,True,True,"square, squares, squadron, esq, picturesque, sql, mosque, squeezed, squire, squeeze, grotesque, squad"
348,zo,202480511,7.181018489679211e-05,alternate_hands,L,pinky,a,1.118,R,ring,l,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,True,"zone, horizontal, horizon, zones, arizona, schizophrenia, zoning, ozone, horizons, horizontally, lorenzo, amazon"
349,oj,196696657,6.97589276024244e-05,same_hand_different_fingers,R,ring,l,1.0308,R,index,j,0.0,1.0308,1.0308,,True,1.0,inward,True,False,"project, projects, projected, projection, projections, projecting, oj, sojourn, projectile, trojan, projector, projective"
350,yd,192245315,6.818024879289267e-05,alternate_hands,R,index,j,1.6008,L,middle,d,0.0,1.6008,1.6008,,True,1.0,cross_hand,False,False,"hydrogen, everyday, lloyd, sydney, hydraulic, carbohydrate, hyde, hydrochloric, boyd, hydroxide, carbohydrates, hydrolysis"
351,lb,188643782,6.690295672480866e-05,alternate_hands,R,ring,l,0.0,L,index,f,1.8028,1.8028,1.8028,,True,1.0,cross_hand,True,False,"albert, gilbert, elbow, albany, albeit, melbourne, lb, lbs, bulb, album, alberta, heidelberg"
352,wt,184446342,6.541432485103197e-05,same_hand_different_fingers,L,ring,s,1.0308,L,index,f,1.25,2.2808,1.25,,False,0.0,inward,True,False,"growth, newton, hawthorne, wto, wt, growths, newtonian, outgrowth, undergrowth, lawton, pewter, hawthorn"
353,lg,171657388,6.087869252355049e-05,alternate_hands,R,ring,l,0.0,L,index,f,1.0,1.0,1.0,,False,0.0,cross_hand,True,False,"algorithm, belgium, algorithms, vulgar, belgian, pilgrimage, indulgence, pilgrims, bulgaria, indulge, algebra, pilgrim"
354,ko,171324962,6.0760796868276776e-05,same_hand_different_fingers,R,middle,k,0.0,R,ring,l,1.0308,1.0308,1.0308,,True,1.0,outward,True,False,"korea, korean, kong, dakota, reckoned, reckon, reckoning, koch, bangkok, ko, koran, lookout"
355,np,170186564,6.035706136572198e-05,same_hand_different_fingers,R,index,j,1.118,R,pinky,;,1.0308,2.1488,1.118,,True,2.0,outward,True,True,"input, unpublished, inputs, unpleasant, manpower, unprecedented, commonplace, np, gnp, nonprofit, unpredictable, unpaid"
356,sr,168896339,5.989948006394196e-05,same_hand_different_fingers,L,ring,s,0.0,L,index,f,1.0308,1.0308,1.0308,,True,1.0,inward,True,False,"israel, classroom, israeli, ussr, sri, disregard, disruption, classrooms, sr, disregarded, israelites, disruptive"
357,nq,167770304,5.9500129128136294e-05,alternate_hands,R,index,j,1.118,L,pinky,a,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,True,"inquiry, conquest, conquered, inquiries, inquire, inquired, enquiry, conquer, delinquency, banquet, conqueror, unquestionably"
358,ky,167761726,5.949708692045417e-05,same_hand_different_fingers,R,middle,k,0.0,R,index,j,1.6008,1.6008,1.6008,,True,1.0,inward,False,False,"sky, tokyo, kentucky, lucky, rocky, risky, sticky, kyoto, whisky, trotsky, milky, bulky"
359,ln,165509578,5.8698357385961136e-05,same_hand_different_fingers,R,ring,l,0.0,R,index,j,1.118,1.118,1.118,,True,1.0,inward,True,False,"illness, lincoln, ln, vulnerable, usefulness, vulnerability, illnesses, walnut, fullness, stillness, malnutrition, fulness"
360,nw,163456000,5.797005116452936e-05,alternate_hands,R,index,j,1.118,L,ring,s,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,False,"meanwhile, commonwealth, downward, inward, unwilling, unworthy, onwards, onward, downwards, unwanted, nationwide, cornwall"
361,tf,159626603,5.661194659804483e-05,same_finger_different_key,L,index,f,1.25,L,index,f,0.0,1.25,1.25,1.25,True,1.0,same_finger,False,False,"platform, doubtful, delightful, portfolio, straightforward, thoughtful, fruitful, platforms, hartford, outfit, respectful, respectfully"
362,fs,155349948,5.509522093998982e-05,same_hand_different_fingers,L,index,f,0.0,L,ring,s,0.0,0.0,0.0,,False,0.0,outward,True,False,"beliefs, chiefs, offset, offspring, cliffs, plaintiffs, proofs, roofs, tariffs, offshore, motifs, staffs"
363,cq,154363546,5.4745391172903915e-05,same_hand_different_fingers,L,middle,d,1.118,L,pinky,a,1.0308,2.1488,1.118,,True,2.0,outward,True,True,"acquired, acquisition, acquire, acquainted, acquaintance, acquiring, jacques, acquisitions, acquires, acquaintances, acquitted, acquiescence"
364,dh,153344431,5.438395966416432e-05,alternate_hands,L,middle,d,0.0,R,index,j,1.0,1.0,1.0,,False,0.0,cross_hand,False,False,"childhood, buddhist, buddha, gandhi, buddhism, adherence, adhere, adherents, adhesion, adhered, adhesive, dharma"
365,sd,148275222,5.258615288378493e-05,same_hand_different_fingers,L,ring,s,0.0,L,middle,d,0.0,0.0,0.0,,False,0.0,inward,True,False,"wisdom, jurisdiction, tuesday, thursday, wednesday, sd, jurisdictions, disdain, dresden, transducer, sds, usda"
366,vy,138085211,4.897224174539224e-05,alternate_hands,L,index,f,1.118,R,index,j,1.6008,2.7188,1.6008,,True,2.0,cross_hand,False,False,"heavy, navy, levy, envy, privy, ivy, davy, livy, wavy, scurvy, levying, gravy"
367,dj,134832736,4.781874391012554e-05,alternate_hands,L,middle,d,0.0,R,index,j,0.0,0.0,0.0,,False,0.0,cross_hand,False,False,"adjustment, adjacent, adjusted, adjust, adjustments, adjoining, adjusting, adjective, adjectives, adjustable, adjourned, adjunct"
368,hw,134615178,4.774158645863246e-05,alternate_hands,R,index,j,1.0,L,ring,s,1.0308,2.0308,1.0308,,True,1.0,cross_hand,True,False,"highway, northwest, southwest, pathway, pathways, highways, worthwhile, northwestern, northward, southward, southwestern, schwartz"
369,xu,134528161,4.771072567687967e-05,alternate_hands,L,ring,s,1.118,R,index,j,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,False,"sexual, sexuality, luxury, sexually, homosexual, homosexuality, heterosexual, luxurious, plexus, luxuries, homosexuals, nexus"
370,ao,130442323,4.62616737123756e-05,alternate_hands,L,pinky,a,0.0,R,ring,l,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,True,"extraordinary, chaos, mao, aortic, chaotic, aorta, extraordinarily, rao, maori, sao, pharaoh, ao"
371,ml,129888836,4.60653782584987e-05,same_hand_different_fingers,R,index,j,1.118,R,ring,l,0.0,1.118,1.118,,True,1.0,outward,True,False,"ml, firmly, hamlet, uniformly, harmless, calmly, html, randomly, xml, warmly, dimly, kremlin"
372,uk,129819900,4.6040929945514914e-05,same_hand_different_fingers,R,index,j,1.0308,R,middle,k,0.0,1.0308,1.0308,,True,1.0,outward,False,False,"duke, uk, luke, milwaukee, ukraine, leukemia, ukrainian, rebuke, dukes, suzuki, leukocytes, archduke"
373,uy,128782521,4.567302106663002e-05,same_finger_different_key,R,index,j,1.0308,R,index,j,1.6008,2.6316,1.6008,1.0,False,0.0,same_finger,False,False,"buy, guy, buying, buyer, guys, buyers, buys, schuyler, nguyen, guyana, muy, soliloquy"
374,ej,128194584,4.546450784000317e-05,alternate_hands,L,middle,d,1.0308,R,index,j,0.0,1.0308,1.0308,,True,1.0,cross_hand,False,False,"rejected, prejudice, rejection, reject, prejudices, rejecting, rejoice, rejects, rejoicing, rejoiced, prejudiced, rejoined"
375,ez,127540198,4.523242832073589e-05,same_hand_different_fingers,L,middle,d,1.0308,L,pinky,a,1.118,2.1488,1.118,,True,2.0,outward,True,True,"breeze, freezing, freeze, venezuela, squeezed, squeeze, lopez, ezra, suez, martinez, rendezvous, rodriguez"
376,hb,123778334,4.389827449001692e-05,alternate_hands,R,index,j,1.0,L,index,f,1.8028,2.8028,1.8028,,True,1.0,cross_hand,False,False,"neighborhood, neighbors, archbishop, neighbor, neighbourhood, neighbours, neighboring, neighbouring, neighbour, neighborhoods, hb, willoughby"
377,nz,123192934,4.36906610163499e-05,alternate_hands,R,index,j,1.118,L,pinky,a,1.118,2.2361,1.118,,False,0.0,cross_hand,True,True,"enzyme, bronze, enzymes, franz, mackenzie, stanza, lorenzo, tanzania, benzene, influenza, frenzy, stanzas"
378,nb,122258836,4.335938098470417e-05,alternate_hands,R,index,j,1.118,L,index,f,1.8028,2.9208,1.8028,,False,0.0,cross_hand,False,False,"edinburgh, rainbow, unbroken, rosenberg, unbearable, greenberg, istanbul, canberra, nbc, unbalanced, unbounded, dunbar"
379,mc,121591374,4.312266403157685e-05,alternate_hands,R,index,j,1.118,L,middle,d,1.118,2.2361,1.118,,False,0.0,cross_hand,False,False,"mcgraw, mc, mccarthy, mcdonald, mcclellan, mckinley, circumcision, mccormick, mclean, mckay, armchair, mcdowell"
380,yb,121220723,4.2991211791009456e-05,alternate_hands,R,index,j,1.6008,L,index,f,1.8028,3.4036,1.8028,,True,2.0,cross_hand,False,False,"maybe, everybody, anybody, hybrid, keyboard, hybrids, hybridization, soybean, daybreak, molybdenum, soybeans, playboy"
381,tp,121089391,4.294463459127656e-05,alternate_hands,L,index,f,1.25,R,pinky,;,1.0308,2.2808,1.25,,False,0.0,cross_hand,True,True,"output, outputs, marketplace, atp, postponed, postpone, outpatient, tp, westport, http, ftp, outpost"
382,xh,117618666,4.17137338851048e-05,alternate_hands,L,ring,s,1.118,R,index,j,1.0,2.118,1.118,,True,1.0,cross_hand,True,False,"exhibit, exhibition, exhausted, exhibited, exhibits, exhaust, exhaustion, exhaustive, exhibitions, exhibiting, exhausting, inexhaustible"
383,ux,110947766,3.934788366049721e-05,alternate_hands,R,index,j,1.0308,L,ring,s,1.118,2.1488,1.118,,True,2.0,cross_hand,True,False,"flux, luxury, auxiliary, aux, influx, deux, sioux, luxurious, huxley, luxembourg, bordeaux, luxuries"
384,tz,108527540,3.8489544871772874e-05,same_hand_different_fingers,L,index,f,1.25,L,pinky,a,1.118,2.368,1.25,,True,2.0,outward,True,True,"switzerland, quartz, nietzsche, fitzgerald, schwartz, fritz, katz, schultz, tzu, waltz, auschwitz, fitz"
385,bv,108385069,3.843901719974211e-05,same_finger_different_key,L,index,f,1.8028,L,index,f,1.118,2.9208,1.8028,1.0,False,0.0,same_finger,False,False,"obvious, obviously, bv, subversive, subversion, obviate, subvert, obverse, obviated, subverted, lefebvre, hbv"
386,mf,107664447,3.818344692878059e-05,alternate_hands,R,index,j,1.118,L,index,f,0.0,1.118,1.118,,True,1.0,cross_hand,False,False,"comfort, comfortable, uncomfortable, harmful, discomfort, circumference, comfortably, imf, comforts, comforting, comforted, mf"
387,wd,99767462,3.538276280280467e-05,same_hand_different_fingers,L,ring,s,1.0308,L,middle,d,0.0,1.0308,1.0308,,True,1.0,inward,True,False,"crowd, powder, crowded, crowds, shrewd, powdered, crowding, gunpowder, powders, overcrowded, wd, overcrowding"
388,oz,97904996,3.472223489736102e-05,alternate_hands,R,ring,l,1.0308,L,pinky,a,1.118,2.1488,1.118,,True,2.0,cross_hand,True,True,"dozen, frozen, dozens, oz, ozone, mozart, spinoza, nozzle, mozambique, froze, mendoza, cozy"
389,yw,95070267,3.371689165411773e-05,alternate_hands,R,index,j,1.6008,L,ring,s,1.0308,2.6316,1.6008,,False,0.0,cross_hand,True,False,"everywhere, anyway, anywhere, hollywood, playwright, keywords, plywood, keyword, playwrights, wayward, hayward, heywood"
390,kh,89811517,3.18518637165598e-05,same_hand_different_fingers,R,middle,k,0.0,R,index,j,1.0,1.0,1.0,,False,0.0,inward,False,False,"khan, stockholders, stockholm, khrushchev, sikh, durkheim, sikhs, sheikh, lakhs, khz, stockholder, mikhail"
391,gd,89087728,3.159517026167088e-05,same_hand_different_fingers,L,index,f,1.0,L,middle,d,0.0,1.0,1.0,,False,0.0,outward,False,False,"kingdom, gdp, kingdoms, ogden, gdr, gd, magdalen, wrongdoing, magdalene, langdon, abingdon, huntingdon"
392,bm,88228719,3.1290520718792114e-05,alternate_hands,L,index,f,1.8028,R,index,j,1.118,2.9208,1.8028,,False,0.0,cross_hand,False,False,"submitted, submit, submission, ibm, submarine, submerged, submitting, submarines, submissive, bm, submissions, submits"
393,mr,87580303,3.106055847393173e-05,alternate_hands,R,index,j,1.118,L,index,f,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"mr, mrs, comrades, comrade, mrna, mri, nmr, primrose, qumran, comradeship, amritsar, mrp"
394,ku,85313841,3.0256752445994783e-05,same_hand_different_fingers,R,middle,k,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,inward,False,False,"skull, backup, ku, kuwait, kurt, pickup, kuhn, skulls, kumar, kung, markup, kuala"
395,uv,82252351,2.9170987885870377e-05,alternate_hands,R,index,j,1.0308,L,index,f,1.118,2.1488,1.118,,True,2.0,cross_hand,False,False,"juvenile, vancouver, uv, maneuver, peruvian, louvre, alluvial, maneuvers, juveniles, nouvelle, manoeuvre, nouveau"
396,dt,81648332,2.895677114048111e-05,same_hand_different_fingers,L,middle,d,0.0,L,index,f,1.25,1.25,1.25,,True,1.0,inward,False,False,"width, breadth, schmidt, bandwidth, dt, humboldt, brandt, widths, rembrandt, bedtime, ddt, hundredth"
397,hd,80544316,2.8565229294317865e-05,alternate_hands,R,index,j,1.0,L,middle,d,0.0,1.0,1.0,,False,0.0,cross_hand,False,False,"withdrawal, withdraw, withdrawn, birthday, withdrew, phd, withdrawing, baghdad, archdeacon, hd, archduke, adhd"
398,aa,79794787,2.8299407088468595e-05,same_key,L,pinky,a,0.0,L,pinky,a,0.0,0.0,0.0,,False,0.0,same_finger,True,True,"isaac, aa, aaron, transvaal, canaan, kierkegaard, naacp, gaas, aaa, bazaar, haas, baal"
399,xx,79068246,2.8041737630368995e-05,same_key,L,ring,s,1.118,L,ring,s,1.118,2.2361,1.118,,False,0.0,same_finger,True,False,"xx, xxi, xxii, xxiii, xxiv, xxv, xxx, xxvi, xxvii, xxviii, xxix, xxxi"
400,df,78347492,2.778612054529999e-05,same_hand_different_fingers,L,middle,d,0.0,L,index,f,0.0,0.0,0.0,,False,0.0,inward,False,False,"grandfather, dreadful, handful, bedford, bradford, df, needful, godfrey, steadfast, mindful, pdf, dreadfully"
401,db,78190243,2.773035182114443e-05,same_hand_different_fingers,L,middle,d,0.0,L,index,f,1.8028,1.8028,1.8028,,True,1.0,inward,False,False,"feedback, handbook, db, goodbye, cardboard, childbirth, goldberg, childbearing, broadband, handbooks, standby, lindbergh"
402,ji,77899882,2.7627374616109534e-05,same_hand_different_fingers,R,index,j,0.0,R,middle,k,1.0308,1.0308,1.0308,,True,1.0,outward,False,False,"jim, jimmy, beijing, jill, ji, fiji, meiji, gandhiji, jin, jig, jihad, jinnah"
403,kr,76743394,2.7217223452914765e-05,alternate_hands,R,middle,k,0.0,L,index,f,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"bankruptcy, sanskrit, krishna, ukraine, bankrupt, ukrainian, kramer, kremlin, kr, kraft, kruger, ramakrishna"
404,xo,76097183,2.6988043216440842e-05,alternate_hands,L,ring,s,1.118,R,ring,l,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,False,"nixon, saxon, exotic, exodus, dixon, exogenous, saxony, saxons, taxonomy, quixote, flexor, axons"
405,cm,75144874,2.665030461122328e-05,alternate_hands,L,middle,d,1.118,R,index,j,1.118,2.2361,1.118,,False,0.0,cross_hand,False,False,"cm, macmillan, acm, cms, cmos, mcmahon, acme, mcmillan, scm, cmv, cmc, cmea"
406,zz,75012595,2.6603391555734385e-05,same_key,L,pinky,a,1.118,L,pinky,a,1.118,2.2361,1.118,,False,0.0,same_finger,True,True,"jazz, puzzled, puzzle, fuzzy, dazzling, nozzle, puzzling, pizza, piazza, dizzy, muzzle, buzz"
407,nx,73899576,2.6208656774648996e-05,alternate_hands,R,index,j,1.118,L,ring,s,1.118,2.2361,1.118,,False,0.0,cross_hand,True,False,"anxiety, anxious, anxiously, anxieties, larynx, pharynx, phalanx, bronx, sphinx, lynx, nasopharynx, nx"
408,yg,73102462,2.5925958437702277e-05,alternate_hands,R,index,j,1.6008,L,index,f,1.0,2.6008,1.6008,,True,1.0,cross_hand,False,False,"oxygen, hygiene, playground, polygon, polygamy, hygienic, bygone, polygons, bodyguard, homozygous, playgrounds, oxygenation"
409,xy,72645837,2.5764015317761724e-05,alternate_hands,L,ring,s,1.118,R,index,j,1.6008,2.7188,1.6008,,True,2.0,cross_hand,True,False,"oxygen, orthodoxy, proxy, galaxy, sexy, hydroxyl, epoxy, xy, hydroxy, oxygenation, xyz, paroxysmal"
410,kg,72267691,2.5629904957985015e-05,alternate_hands,R,middle,k,0.0,L,index,f,1.0,1.0,1.0,,False,0.0,cross_hand,False,False,"background, kg, backgrounds, kgb, kgs, workgroup, ginkgo, ekg, blackguard, backgammon, workgroups, pkg"
411,tb,71746167,2.544494525651471e-05,same_finger_different_key,L,index,f,1.25,L,index,f,1.8028,3.0528,1.8028,2.136,True,2.0,same_finger,False,False,"football, outbreak, textbook, textbooks, basketball, tbe, outburst, tb, outbreaks, outbursts, heartbeat, setback"
412,dc,71030077,2.5190982269910315e-05,same_finger_different_key,L,middle,d,0.0,L,middle,d,1.118,1.118,1.118,1.118,True,1.0,same_finger,False,False,"dc, broadcast, broadcasting, grandchildren, broadcasts, radcliffe, cdc, woodcuts, broadcasters, childcare, ldcs, grandchild"
413,bd,69761165,2.474095967322812e-05,same_hand_different_fingers,L,index,f,1.8028,L,middle,d,0.0,1.8028,1.8028,,True,1.0,outward,False,False,"abdominal, abdomen, subdivision, subdued, bd, subdivided, subdivisions, abdul, subdue, abd, abduction, abdullah"
414,sg,69588685,2.4679789239442523e-05,same_hand_different_fingers,L,ring,s,0.0,L,index,f,1.0,1.0,1.0,,False,0.0,inward,True,False,"glasgow, disgust, disgrace, disguise, disguised, thanksgiving, disgusted, transgression, disgusting, misgivings, misguided, disgraceful"
415,wy,68368953,2.4247208444323264e-05,alternate_hands,L,ring,s,1.0308,R,index,j,1.6008,2.6316,1.6008,,False,0.0,cross_hand,True,False,"lawyer, lawyers, wyoming, shadowy, snowy, wyatt, sawyer, showy, wyndham, wylie, wynne, selwyn"
416,zy,66473188,2.3574870970960865e-05,alternate_hands,L,pinky,a,1.118,R,index,j,1.6008,2.7188,1.6008,,True,2.0,cross_hand,True,True,"enzyme, crazy, enzymes, lazy, fuzzy, frenzy, dizzy, enzymatic, hazy, cozy, homozygous, heterozygous"
417,aq,63283982,2.2443811633926902e-05,same_finger_different_key,L,pinky,a,0.0,L,pinky,a,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,True,True,"iraq, aqueous, aquatic, opaque, iraqi, aquinas, plaque, plaques, aquarium, joaquin, aquifer, aqueduct"
418,hf,63249924,2.2431732884890087e-05,alternate_hands,R,index,j,1.0,L,index,f,0.0,1.0,1.0,,False,0.0,cross_hand,False,False,"faithful, youthful, faithfully, watchful, truthful, faithfulness, hf, healthful, truthfulness, truthfully, unfaithful, thoroughfare"
419,cd,62905910,2.230972751842257e-05,same_finger_different_key,L,middle,d,1.118,L,middle,d,0.0,1.118,1.118,1.118,True,1.0,same_finger,False,False,"cd, macdonald, oecd, mcdonald, anecdotes, anecdote, cds, mcdowell, cdc, cdna, anecdotal, ccd"
420,vu,62384927,2.2124959683862503e-05,alternate_hands,L,index,f,1.118,R,index,j,1.0308,2.1488,1.118,,True,2.0,cross_hand,False,False,"vulnerable, vulgar, vulnerability, revue, convulsions, ovulation, ovum, vulgaris, convulsive, revulsion, vu, gustavus"
421,kw,61416538,2.1781518269187193e-05,alternate_hands,R,middle,k,0.0,L,ring,s,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,False,"backward, awkward, backwards, blackwell, kw, clockwise, awkwardly, backwardness, blackwood, rockwell, lockwood, awkwardness"
422,zu,60692846,2.152485921557423e-05,alternate_hands,L,pinky,a,1.118,R,index,j,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,True,"zu, zur, seizure, venezuela, seizures, zurich, zum, zulu, tzu, suzuki, azure, venezuelan"
423,bn,59062122,2.094651915026475e-05,alternate_hands,L,index,f,1.8028,R,index,j,1.118,2.9208,1.8028,,False,0.0,cross_hand,False,False,"abnormal, isbn, abnormalities, ibn, scribner, abnormality, leibniz, obnoxious, abnormally, bn, numbness, abner"
424,ih,58966344,2.0912551259453547e-05,same_hand_different_fingers,R,middle,k,1.0308,R,index,j,1.0,2.0308,1.0308,,True,1.0,inward,False,False,"likelihood, livelihood, ihe, bihar, annihilation, shih, annihilated, ihre, ih, jihad, nih, chih"
425,tg,55522877,1.969131766647826e-05,same_finger_different_key,L,index,f,1.25,L,index,f,1.0,2.25,1.25,1.0308,True,1.0,same_finger,False,False,"mortgage, montgomery, stuttgart, mortgages, wittgenstein, outgoing, mortgagee, rutgers, shotgun, outgrowth, tg, postgraduate"
426,xv,55076715,1.9533085273860866e-05,same_hand_different_fingers,L,ring,s,1.118,L,index,f,1.118,2.2361,1.118,,False,0.0,inward,True,False,"xv, xvi, xvii, xviii, xxv, xxvi, xxvii, xxviii, xxxv, xxxvi, xxxvii, knoxville"
427,uz,53873803,1.9106469730923158e-05,alternate_hands,R,index,j,1.0308,L,pinky,a,1.118,2.1488,1.118,,True,2.0,cross_hand,True,True,"puzzled, puzzle, cruz, fuzzy, puzzling, gauze, suzanne, muzzle, buzz, puzzles, suzuki, buzzing"
428,bc,53278096,1.8895200855696378e-05,same_hand_different_fingers,L,index,f,1.8028,L,middle,d,1.118,2.9208,1.8028,,False,0.0,outward,False,False,"bc, abc, bbc, subcommittee, subcutaneous, subconscious, nbc, subculture, bce, subclass, subcontinent, babcock"
