# provisional=true — until learner error/hesitation data exists (DEC-16)
# word_floor_subtlex_freqcount=250
# word_floor_subtlex_cdcount=100
# word_lower_ratio=0.5
# excluded_words=39
# word_floor_per_million=5.0
# source=Google Books word list ∩ SUBTLEX-US
# order=SUBTLEX-US frequency desc, then word
word,subtlex_freqcount,subtlex_cdcount,provisional
neighbors,868,635,True
prints,868,458,True
salad,868,586,True
argument,867,702,True
describe,866,693,True
impressive,865,711,True
starving,865,720,True
neighbor,864,623,True
council,863,386,True
fallen,863,718,True
sink,863,646,True
backup,862,577,True
screams,862,428,True
sneak,861,737,True
trigger,861,634,True
wipe,861,725,True
events,860,668,True
tone,860,640,True
toy,859,562,True
youth,858,600,True
crush,857,625,True
factory,857,483,True
campaign,856,418,True
grass,856,550,True
instance,856,672,True
searching,856,665,True
trusted,856,703,True
goal,854,540,True
tracks,854,583,True
wasted,854,722,True
messed,853,669,True
asks,852,745,True
cookie,852,448,True
generous,852,700,True
fairy,851,430,True
violent,850,679,True
average,849,590,True
crisis,849,611,True
humor,849,675,True
liberty,849,539,True
suite,849,442,True
opens,848,648,True
rats,848,508,True
slipped,848,729,True
systems,848,441,True
stake,847,666,True
gambling,846,449,True
managed,846,706,True
nephew,846,475,True
alcohol,845,588,True
politics,845,529,True
threatened,845,687,True
begins,844,716,True
gentle,844,630,True
occasion,844,692,True
network,843,473,True
unhappy,843,622,True
cleared,842,687,True
charity,841,538,True
confession,841,546,True
explosion,841,467,True
joined,841,700,True
finest,840,695,True
offense,840,692,True
headquarters,839,500,True
judgment,839,656,True
shout,839,461,True
filthy,838,594,True
surgeon,838,500,True
tube,838,455,True
hon,837,478,True
kidnapped,836,467,True
math,836,508,True
operator,836,475,True
personnel,835,534,True
pin,835,545,True
mix,834,677,True
sucker,834,587,True
alley,831,562,True
dancer,831,499,True
dealer,831,495,True
humans,831,426,True
chat,830,644,True
depressed,830,583,True
hoped,830,710,True
reaction,830,653,True
commercial,829,530,True
mon,829,369,True
underneath,829,692,True
behave,828,652,True
chill,828,540,True
chips,828,533,True
fantasy,828,557,True
gloves,828,469,True
steak,828,520,True
version,828,582,True
sides,827,684,True
worrying,827,688,True
design,826,558,True
dropping,826,685,True
experiment,826,459,True
honeymoon,826,485,True
struck,826,665,True
blast,825,598,True
identify,825,619,True
arranged,824,691,True
classic,824,662,True
quarters,824,541,True
crystal,823,374,True
delivered,823,681,True
procedure,823,581,True
spirits,823,468,True
whiskey,822,439,True
divorced,821,586,True
perform,821,649,True
prisoners,821,419,True
response,821,598,True
dope,820,512,True
fence,819,552,True
greater,819,634,True
poker,819,435,True
landing,818,497,True
normally,818,704,True
powder,818,522,True
actress,817,379,True
drawing,817,564,True
protecting,817,664,True
gear,816,559,True
rape,816,387,True
advance,815,654,True
locker,815,491,True
suspicious,815,639,True
civil,813,571,True
sin,813,494,True
classes,812,555,True
ending,812,596,True
marrying,812,550,True
torture,812,559,True
banks,811,410,True
blown,811,677,True
personality,811,564,True
selfish,811,624,True
dough,810,407,True
fed,810,661,True
confess,808,562,True
deserves,808,700,True
warned,808,693,True
ceremony,807,514,True
clown,807,446,True
solution,807,636,True
tries,807,710,True
helicopter,806,450,True
costs,805,660,True
prayer,805,564,True
apology,804,636,True
dressing,804,614,True
forth,804,642,True
invented,803,596,True
hers,802,687,True
accepted,801,658,True
boxes,800,557,True
entrance,800,609,True
singer,800,396,True
strip,800,596,True
gather,799,674,True
concentrate,798,652,True
deputy,798,373,True
instructions,798,597,True
satellite,798,388,True
uncomfortable,798,645,True
daily,797,588,True
nut,797,551,True
stress,796,583,True
tune,796,552,True
guitar,795,341,True
kicking,795,640,True
merely,795,603,True
pretending,795,649,True
sauce,795,492,True
sighs,795,309,True
valuable,795,667,True
basic,794,614,True
belly,794,582,True
charm,794,597,True
exit,794,569,True
blows,793,635,True
net,793,541,True
voices,793,515,True
patrol,792,501,True
pitch,792,474,True
romance,792,571,True
arrange,791,657,True
satisfied,791,640,True
makeup,790,519,True
teams,790,445,True
surrender,789,438,True
rub,788,589,True
strangers,788,640,True
whistle,788,473,True
bum,787,479,True
kingdom,787,443,True
visiting,787,675,True
wives,787,569,True
hip,786,505,True
flew,785,600,True
hood,785,475,True
diet,784,557,True
dreamed,784,629,True
junk,784,570,True
patience,784,573,True
earn,783,623,True
flash,783,578,True
lion,783,328,True
frozen,782,555,True
homicide,782,452,True
robbed,782,515,True
decisions,781,614,True
gross,779,602,True
holes,779,556,True
badge,778,463,True
uses,778,660,True
financial,777,555,True
offering,777,675,True
answered,775,657,True
customer,775,578,True
officially,775,657,True
opposite,775,650,True
soap,775,515,True
beside,774,611,True
privacy,774,618,True
unknown,774,589,True
anyhow,773,558,True
painful,773,642,True
represent,773,573,True
lessons,772,551,True
champ,771,275,True
extraordinary,771,587,True
pour,771,604,True
reported,771,613,True
testing,771,572,True
hopes,770,628,True
twins,770,474,True
fascinating,769,617,True
furniture,769,538,True
meantime,769,684,True
rice,769,447,True
squeeze,769,607,True
bend,768,562,True
beats,767,648,True
begging,766,649,True
host,766,511,True
blocks,765,608,True
mysterious,765,612,True
sore,765,569,True
balance,764,604,True
shark,764,258,True
timing,764,641,True
technology,762,472,True
angle,761,557,True
sets,761,609,True
guilt,760,574,True
wondered,760,644,True
yards,760,497,True
checks,759,550,True
degree,759,585,True
invitation,759,587,True
knocking,759,566,True
aim,758,546,True
urgent,758,568,True
movement,757,553,True
mud,756,506,True
review,755,531,True
freaking,754,559,True
influence,754,599,True
moron,754,578,True
souls,754,503,True
product,752,449,True
seal,752,472,True
tap,752,480,True
testimony,752,388,True
broad,751,527,True
films,750,347,True
skull,750,503,True
status,750,525,True
escort,749,554,True
knee,749,533,True
recording,748,371,True
stretch,748,558,True
territory,748,522,True
affairs,747,531,True
entered,747,625,True
listened,747,642,True
murders,747,414,True
spin,746,550,True
favourite,745,465,True
angels,744,458,True
noble,744,506,True
relief,744,607,True
sample,744,478,True
shouting,744,462,True
hostage,743,357,True
rifle,743,385,True
skills,743,591,True
chicks,742,466,True
tax,742,495,True
deaf,741,482,True
port,741,382,True
sticking,741,659,True
literally,739,565,True
technically,739,611,True
foul,738,468,True
habit,738,624,True
pattern,738,522,True
charged,737,588,True
occurred,737,626,True
removed,737,585,True
beans,736,428,True
confirm,736,520,True
deeply,736,596,True
lad,736,339,True
option,736,565,True
coward,734,518,True
benefit,732,560,True
brief,732,598,True
gifts,732,499,True
awkward,730,570,True
adult,729,573,True
liver,729,428,True
bombs,728,381,True
drives,728,601,True
flip,728,488,True
holds,728,597,True
jumping,728,585,True
ward,727,401,True
counsel,726,399,True
corn,725,403,True
debt,725,489,True
gal,725,429,True
international,725,489,True
testify,724,413,True
traveling,724,566,True
cared,723,634,True
childhood,723,559,True
cotton,723,345,True
facility,723,470,True
roses,723,444,True
shown,723,640,True
tragedy,723,566,True
admire,722,597,True
brush,722,584,True
homes,722,539,True
pro,722,490,True
self,722,534,True
towel,722,525,True
costume,721,395,True
jet,721,413,True
lightning,721,360,True
bush,720,403,True
prick,720,484,True
anxious,719,605,True
frame,719,527,True
headache,719,542,True
respond,719,572,True
ghosts,718,302,True
washed,718,596,True
flies,717,558,True
supplies,717,514,True
wounds,717,504,True
answering,715,614,True
attend,715,591,True
dessert,715,532,True
options,715,545,True
pays,715,627,True
sacred,715,497,True
afterwards,714,608,True
clinic,714,361,True
recommend,714,603,True
rubber,714,468,True
schools,714,476,True
cave,713,365,True
remote,713,500,True
skinny,713,456,True
thick,713,564,True
brand,712,499,True
culture,711,474,True
fans,711,450,True
polite,711,592,True
blonde,710,451,True
claims,710,550,True
painted,710,548,True
theme,710,449,True
aid,709,496,True
conscience,709,518,True
counter,709,540,True
darn,709,527,True
oxygen,708,399,True
pound,708,493,True
tag,708,481,True
machines,707,457,True
religion,707,440,True
religious,707,525,True
combat,706,396,True
construction,706,457,True
audition,705,307,True
blessed,704,477,True
laughter,704,396,True
sweater,704,466,True
commission,703,435,True
dame,702,329,True
shave,702,497,True
temperature,702,497,True
drill,701,466,True
flow,701,484,True
principal,701,366,True
sail,701,346,True
gain,700,587,True
crown,698,363,True
packing,698,574,True
granted,697,582,True
tradition,697,524,True
wreck,697,518,True
poem,696,314,True
species,696,419,True
unique,696,529,True
zoo,696,386,True
bugs,695,419,True
pages,695,498,True
similar,695,575,True
tennis,695,403,True
ad,694,432,True
chop,694,453,True
muscle,694,528,True
sticks,694,564,True
barn,693,395,True
cherry,693,377,True
leather,693,489,True
tooth,692,401,True
counts,691,592,True
cheering,690,321,True
emperor,690,184,True
jam,690,461,True
confirmed,689,494,True
intelligent,689,543,True
moral,689,526,True
lap,687,519,True
blah,686,197,True
steam,686,408,True
adventure,685,466,True
punishment,685,514,True
sheep,685,392,True
exam,684,382,True
gates,684,345,True
penis,684,345,True
demons,683,307,True
gum,683,442,True
suitcase,683,371,True
bottles,682,459,True
equal,682,535,True
operate,682,533,True
poetry,682,389,True
struggle,682,540,True
fools,681,509,True
replace,681,575,True
citizen,680,515,True
freezing,680,534,True
grabbed,680,569,True
possession,680,522,True
smaller,680,552,True
thunder,679,350,True
abandoned,678,538,True
halfway,678,585,True
pigs,678,438,True
session,678,522,True
wheels,678,535,True
wicked,678,449,True
heavens,677,488,True
interests,677,515,True
surrounded,677,579,True
digging,676,493,True
fellows,676,446,True
paradise,676,420,True
motive,675,387,True
palm,675,435,True
cattle,674,264,True
hut,674,211,True
magnificent,674,517,True
pit,674,450,True
shell,674,403,True
shove,674,539,True
toys,674,437,True
waves,674,414,True
stable,673,488,True
stink,673,513,True
waiter,673,433,True
basket,672,428,True
nurses,672,399,True
pile,672,529,True
tracking,672,468,True
bells,671,383,True
determined,671,573,True
marvelous,671,422,True
motor,671,470,True
musical,671,421,True
sire,671,100,True
whip,671,473,True
missile,670,207,True
parent,670,475,True
complex,669,497,True
hooked,669,551,True
monitor,669,472,True
recent,669,583,True
useful,669,565,True
incredibly,668,539,True
organization,668,442,True
backwards,667,520,True
stroke,667,463,True
accused,666,459,True
engagement,666,431,True
prevent,666,544,True
chuckles,665,278,True
goose,665,376,True
messing,665,562,True
rap,665,429,True
temporary,665,533,True
limit,664,561,True
phones,664,500,True
tapes,664,377,True
appeal,663,486,True
blade,663,392,True
despite,663,554,True
drawer,663,462,True
propose,663,506,True
superior,663,504,True
blanket,662,480,True
cried,662,514,True
eleven,662,469,True
identity,662,474,True
maintain,661,529,True
cigar,660,387,True
delighted,660,504,True
inches,660,473,True
mob,660,384,True
refused,660,551,True
survived,660,545,True
matches,659,518,True
sack,659,504,True
clerk,658,405,True
properly,658,576,True
activity,657,519,True
appropriate,657,577,True
award,657,381,True
lamp,657,384,True
parade,657,421,True
profile,657,463,True
resist,657,529,True
scout,657,411,True
shaking,657,554,True
drank,656,536,True
stepped,656,576,True
suffered,656,574,True
exhausted,655,560,True
heroes,655,433,True
comment,654,489,True
dive,654,330,True
fits,654,530,True
hatch,654,258,True
minor,654,531,True
mistaken,654,549,True
approaching,653,495,True
landed,653,520,True
authorities,652,534,True
environment,652,461,True
fighter,652,367,True
handled,652,569,True
medication,652,435,True
beloved,651,484,True
expression,651,549,True
manners,651,512,True
wears,651,569,True
chamber,650,398,True
effects,649,491,True
swallow,649,476,True
task,649,488,True
capital,648,491,True
catching,648,574,True
sales,648,447,True
chin,647,465,True
conditions,647,498,True
et,647,377,True
lobby,647,453,True
toe,647,386,True
tub,647,461,True
earned,646,560,True
empire,646,370,True
highest,646,533,True
string,646,505,True
description,645,512,True
developed,645,529,True
eats,645,535,True
nap,645,487,True
production,645,403,True
pump,645,458,True
stations,645,375,True
actors,644,327,True
con,644,387,True
deeper,644,477,True
inform,644,512,True
beard,643,399,True
passes,643,522,True
related,643,521,True
twist,643,464,True
bid,642,357,True
pole,642,394,True
typical,642,503,True
realise,641,386,True
remarkable,641,515,True
ye,641,304,True
bitches,640,390,True
complain,640,518,True
creatures,640,442,True
entertainment,640,480,True
ex,640,351,True
soccer,640,261,True
insult,639,536,True
apply,638,525,True
plates,638,460,True
toes,638,510,True
happier,637,533,True
acts,636,527,True
choices,636,518,True
hammer,636,395,True
producer,636,351,True
sheets,636,455,True
slap,636,483,True
neat,635,506,True
rehearsal,635,351,True
suspects,635,436,True
breasts,634,409,True
covering,634,546,True
railroad,634,293,True
rear,634,458,True
battery,633,399,True
editor,633,330,True
informed,633,532,True
diner,632,321,True
sailor,632,283,True
toss,632,518,True
inch,631,499,True
tire,631,383,True
bump,630,469,True
invisible,630,394,True
lawn,630,424,True
peanut,630,362,True
convention,629,331,True
fond,629,494,True
phase,629,409,True
purple,629,422,True
quietly,629,522,True
revolution,629,323,True
excitement,628,523,True
goods,628,433,True
item,628,432,True
thus,628,382,True
cheated,627,442,True
episode,627,462,True
forgetting,627,547,True
pan,627,366,True
passengers,627,346,True
stinks,627,483,True
thirsty,627,507,True
tits,627,338,True
coma,626,362,True
cruise,626,395,True
fooling,626,508,True
pockets,626,446,True
tend,626,543,True
critical,625,480,True
development,625,463,True
tragic,624,509,True
attached,623,540,True
graduate,623,446,True
handy,623,464,True
placed,623,534,True
sharing,623,529,True
advise,622,499,True
dismissed,622,463,True
mothers,622,465,True
signature,622,464,True
suggestion,622,519,True
accent,621,447,True
labor,621,412,True
robot,621,216,True
scientist,621,397,True
actions,620,487,True
behalf,620,536,True
entry,620,449,True
buddies,619,461,True
discussion,619,543,True
generation,619,444,True
helpful,619,543,True
permanent,619,517,True
servant,619,385,True
assigned,618,489,True
brass,618,385,True
captured,618,457,True
kidnapping,617,340,True
permit,617,449,True
terrorist,617,313,True
widow,617,378,True
dull,616,468,True
upper,616,484,True
dime,615,473,True
psychiatrist,615,376,True
retired,615,472,True
crawl,614,469,True
discover,614,532,True
fights,614,437,True
joining,614,538,True
vault,614,237,True
lemon,613,344,True
underground,613,406,True
bargain,612,472,True
criminals,612,433,True
loyal,612,467,True
tale,612,435,True
beaten,611,492,True
combination,611,460,True
precisely,611,483,True
tastes,611,511,True
cells,610,366,True
citizens,610,458,True
employees,610,431,True
log,610,397,True
tattoo,610,336,True
basis,609,504,True
fields,609,424,True
link,609,399,True
relationships,609,474,True
jazz,608,305,True
needle,608,432,True
idiots,607,503,True
sakes,607,513,True
chef,606,322,True
mistress,606,297,True
racing,606,293,True
attracted,605,433,True
bacon,605,399,True
dishes,605,443,True
psychic,605,309,True
treating,605,529,True
chapter,604,421,True
farmer,604,319,True
rocket,604,288,True
sunshine,604,400,True
unfortunate,604,506,True
frog,603,271,True
pill,603,387,True
thumb,603,404,True
comedy,602,322,True
intended,601,527,True
terrorists,601,262,True
operations,600,419,True
shoulders,600,494,True
weed,600,286,True
wrapped,600,514,True
beings,599,441,True
boats,599,338,True
cloud,599,388,True
feeding,599,515,True
owned,599,497,True
tables,599,466,True
threatening,599,498,True
transferred,599,466,True
dated,598,452,True
dining,598,444,True
explained,598,520,True
hooker,598,327,True
policeman,598,386,True
pops,598,374,True
shocked,598,504,True
undercover,598,330,True
chopper,596,297,True
engineer,596,326,True
existence,596,475,True
fries,596,413,True
hid,596,460,True
individual,596,486,True
industry,596,385,True
picnic,596,391,True
reckon,596,294,True
serving,596,506,True
lend,595,484,True
loyalty,595,437,True
shelter,595,375,True
splendid,595,415,True
workers,595,391,True
carpet,594,384,True
divine,594,372,True
management,594,423,True
beneath,593,465,True
introduced,593,501,True
raped,593,306,True
spoil,593,502,True
troubles,593,486,True
porn,592,289,True
sheet,592,464,True
appearance,591,498,True
ham,591,335,True
lazy,591,445,True
plot,591,410,True
betrayed,590,453,True
crimes,590,426,True
employee,590,429,True
medal,590,296,True
returning,590,523,True
dragged,589,517,True
reporting,589,452,True
entering,588,486,True
hockey,588,243,True
manner,588,501,True
waitress,588,398,True
destruction,587,447,True
entitled,586,467,True
fingerprints,586,374,True
visual,586,412,True
newspapers,585,435,True
sends,585,527,True
active,584,464,True
denied,584,431,True
discovery,584,337,True
dish,584,443,True
electricity,584,373,True
puppy,584,383,True
cuts,583,466,True
perfume,583,391,True
shadows,583,357,True
unconscious,583,480,True
operating,582,436,True
temper,582,444,True
theatre,582,236,True
bears,581,339,True
companies,581,367,True
pillow,581,453,True
roommate,581,361,True
stones,581,360,True
talented,581,446,True
teachers,581,380,True
approve,580,467,True
cock,580,313,True
defeat,580,403,True
elephant,580,314,True
forms,580,426,True
promises,580,465,True
safer,580,511,True
scientific,580,386,True
alike,579,482,True
asses,579,433,True
assumed,579,499,True
chemical,579,381,True
handling,579,501,True
photograph,579,407,True
slut,579,388,True
trailer,579,291,True
attacks,578,421,True
heal,578,416,True
absolute,577,491,True
killers,577,406,True
practical,577,454,True
rage,577,407,True
serial,577,355,True
shrink,577,380,True
studied,577,489,True
applause,576,362,True
potato,576,385,True
slightly,576,470,True
exists,575,470,True
gin,575,317,True
necessarily,575,505,True
paintings,575,249,True
raising,574,487,True
whale,574,231,True
assholes,573,385,True
creep,573,432,True
peaceful,573,467,True
warden,573,192,True
lovers,572,434,True
complaining,571,505,True
dentist,571,294,True
gig,571,380,True
immediate,571,488,True
straighten,571,480,True
transport,571,373,True
affect,568,482,True
billion,568,359,True
bitter,568,456,True
boot,568,374,True
creepy,568,445,True
helpless,568,438,True
include,568,496,True
laying,568,492,True
rd,568,369,True
reception,568,420,True
ages,567,472,True
annoying,567,454,True
brandy,567,287,True
luggage,567,374,True
tools,567,401,True
assuming,566,499,True
conduct,566,455,True
disturb,566,481,True
nest,566,367,True
potatoes,566,405,True
safely,566,485,True
function,565,441,True
massage,565,356,True
wisdom,565,448,True
boarding,564,378,True
jewelry,564,367,True
produce,564,438,True
thrilled,564,484,True
analysis,563,432,True
nails,563,432,True
delay,562,457,True
psycho,562,428,True
limited,561,460,True
register,561,423,True
election,560,271,True
reverse,560,415,True
shed,560,412,True
column,559,299,True
fetch,559,403,True
intention,559,456,True
lick,559,394,True
nerves,559,444,True
profit,559,430,True
assistance,558,447,True
booze,558,423,True
emotions,558,400,True
extreme,558,450,True
verdict,558,323,True
worker,558,418,True
airplane,557,354,True
bra,557,323,True
lame,557,439,True
promotion,557,391,True
rhythm,556,333,True
cocktail,555,429,True
everyday,555,414,True
rounds,555,416,True
honored,554,460,True
protected,554,473,True
stubborn,554,437,True
von,554,158,True
clothing,553,429,True
concept,553,441,True
pumpkin,553,275,True
smarter,553,452,True
torn,553,459,True
waters,553,380,True
comic,552,302,True
grief,552,450,True
computers,551,334,True
deposit,551,373,True
dignity,551,418,True
sixth,551,412,True
suggesting,551,474,True
commitment,550,438,True
instant,550,450,True
monsters,550,326,True
bits,549,379,True
passenger,549,286,True
proved,549,476,True
understands,549,494,True
acted,548,476,True
beers,548,382,True
creative,548,412,True
facing,548,472,True
lip,548,434,True
salary,548,406,True
strictly,548,477,True
throughout,548,465,True
tool,548,369,True
banana,547,325,True
eternal,547,399,True
marked,547,449,True
required,547,459,True
rod,547,265,True
tissue,547,387,True
campus,546,287,True
guessing,546,457,True
subway,546,338,True
bowling,545,274,True
laughed,545,447,True
arguing,544,461,True
confident,543,461,True
engines,543,276,True
homeless,543,329,True
paranoid,543,402,True
barrel,542,373,True
drawn,542,461,True
lamb,542,322,True
privilege,542,442,True
require,542,454,True
wizard,542,217,True
executive,541,394,True
fund,541,388,True
worries,541,464,True
capture,540,408,True
drown,540,439,True
fleet,540,217,True
lungs,540,375,True
multiple,540,409,True
separated,540,444,True
statue,540,317,True
traitor,540,311,True
twisted,540,452,True
consequences,539,437,True
begun,538,461,True
discussed,538,467,True
exposed,538,423,True
kindly,538,434,True
payment,538,412,True
adorable,537,436,True
bets,537,277,True
compared,537,493,True
countries,537,366,True
goat,537,338,True
measure,537,445,True
pork,537,316,True
tested,537,409,True
candles,536,404,True
collar,536,392,True
effective,536,475,True
accounts,534,391,True
injured,534,434,True
lecture,534,408,True
passport,534,285,True
publicity,534,361,True
root,534,382,True
shared,534,473,True
blond,533,373,True
dice,533,295,True
fixing,533,436,True
grounds,533,422,True
parked,533,454,True
parole,533,290,True
witches,533,176,True
believing,532,431,True
celebrating,532,441,True
salesman,532,374,True
twin,532,339,True
booked,531,428,True
bothered,531,473,True
clubs,531,394,True
crashed,531,391,True
nanny,531,183,True
paperwork,531,430,True
plug,531,396,True
rug,531,354,True
rumor,531,386,True
meetings,530,419,True
rode,530,386,True
tellin,530,364,True
unlike,530,480,True
freaked,529,444,True
lean,529,427,True
bee,528,248,True
colors,528,407,True
communication,528,433,True
cooperate,528,411,True
levels,527,389,True
nd,527,329,True
spots,527,400,True
worthy,527,416,True
wrist,527,370,True
conspiracy,526,364,True
enormous,526,424,True
misery,526,381,True
obsessed,526,407,True
punished,526,407,True
reservation,526,364,True
sunset,526,375,True
announcement,525,440,True
curtain,525,331,True
drops,525,438,True
suggested,525,456,True
driven,524,454,True
fooled,524,434,True
identified,524,423,True
jeep,524,239,True
locate,524,443,True
relieved,524,408,True
specifically,524,443,True
abuse,523,409,True
ballet,523,198,True
blues,523,320,True
compliment,523,461,True
magazines,523,413,True
naughty,523,385,True
stiff,523,449,True
sum,523,358,True
unable,523,436,True
album,522,273,True
burger,522,305,True
random,522,384,True
spotted,522,442,True
tense,522,386,True
concerns,521,446,True
corporate,521,335,True
happily,521,436,True
chickens,520,304,True
gunshot,520,310,True
impress,520,424,True
injury,520,399,True
intense,520,427,True
praying,520,386,True
borrowed,519,425,True
brick,519,255,True
organized,519,402,True
priority,519,419,True
questioning,519,438,True
raw,519,438,True
slight,519,455,True
structure,519,387,True
complaint,518,348,True
fried,518,403,True
snakes,518,236,True
leak,517,382,True
registered,517,412,True
sucked,516,420,True
warrior,516,267,True
worm,516,271,True
bleed,515,398,True
corpse,515,375,True
document,515,319,True
dynamite,515,279,True
glove,515,336,True
louder,515,377,True
sober,515,376,True
spider,515,231,True
survival,515,421,True
vodka,515,333,True
branch,514,374,True
worn,514,454,True
budget,513,362,True
deserved,513,446,True
envelope,513,326,True
novel,513,297,True
pistol,513,324,True
relatives,513,423,True
shortly,513,460,True
fraud,512,342,True
shotgun,512,345,True
bucket,511,391,True
clouds,511,382,True
overnight,511,440,True
application,510,354,True
belonged,510,439,True
experienced,510,453,True
heels,510,402,True
nicely,510,448,True
buildings,509,355,True
daughters,509,363,True
warehouse,509,314,True
acid,508,323,True
butler,508,183,True
massive,508,410,True
menu,508,401,True
sits,508,430,True
skirt,508,385,True
stare,508,436,True
inner,507,382,True
scholarship,507,248,True
signing,507,391,True
causes,506,433,True
constant,506,442,True
counselor,506,308,True
provided,506,447,True
solved,506,424,True
tanks,506,252,True
visitors,506,414,True
centre,505,312,True
festival,505,271,True
imagined,505,434,True
scum,505,386,True
bachelor,504,301,True
celebration,504,412,True
chairs,504,359,True
deadly,504,407,True
depend,504,441,True
examine,504,395,True
oath,504,308,True
practicing,504,424,True
screwing,504,416,True
ashes,503,305,True
disturbed,503,411,True
pencil,503,391,True
trucks,503,321,True
arrangements,502,415,True
bounce,502,343,True
causing,502,434,True
confusing,502,425,True
fridge,502,392,True
internal,502,382,True
ties,502,359,True
unfair,502,411,True
burden,501,391,True
core,501,287,True
heroin,501,234,True
shining,501,407,True
championship,500,229,True
dummy,500,334,True
graduation,500,282,True
humble,500,374,True
appeared,499,404,True
deals,499,432,True
dramatic,499,398,True
explode,499,409,True
observe,499,382,True
photographs,499,338,True
raining,499,378,True
retire,499,401,True
roast,499,362,True
shooter,499,260,True
silk,499,345,True
announce,498,413,True
bartender,498,319,True
differently,498,442,True
fires,498,368,True
ransom,498,200,True
coin,497,287,True
dock,497,307,True
dresses,497,375,True
execution,497,279,True
gut,497,393,True
investment,497,373,True
necklace,497,279,True
sealed,497,404,True
seventh,497,359,True
surprises,497,418,True
suspected,497,413,True
taxes,497,350,True
bait,496,392,True
bald,496,334,True
hats,496,385,True
lit,496,422,True
absurd,495,397,True
blank,495,390,True
blessing,495,400,True
demands,495,363,True
humanity,495,353,True
copies,494,385,True
directions,494,392,True
fee,494,358,True
filling,494,439,True
grip,494,399,True
hostages,494,170,True
kidney,494,237,True
scientists,494,296,True
sworn,494,408,True
ape,493,173,True
atmosphere,493,362,True
bench,493,342,True
polish,493,325,True
punish,493,401,True
added,492,430,True
connect,492,400,True
cracked,492,427,True
pancakes,492,255,True
spray,492,342,True
aliens,491,215,True
floating,491,409,True
gathered,491,440,True
losers,491,368,True
porch,491,336,True
tires,491,320,True
develop,490,421,True
sandwiches,490,331,True
autopsy,489,291,True
positions,489,356,True
requires,489,426,True
adults,488,411,True
burnt,488,361,True
daylight,488,388,True
mortal,488,300,True
pace,488,337,True
plants,488,320,True
quote,488,396,True
sorts,488,423,True
terrified,488,402,True
envy,487,406,True
hallway,487,397,True
relations,487,380,True
bearing,486,300,True
characters,486,357,True
interfere,486,415,True
mill,486,191,True
niece,486,275,True
signals,486,322,True
cooked,485,428,True
delicate,485,409,True
en,485,364,True
lesbian,485,262,True
loses,485,431,True
prayers,485,384,True
scale,485,391,True
smack,485,371,True
stores,485,370,True
strikes,485,394,True
sweep,485,381,True
therapist,485,307,True
grows,484,415,True
previous,484,432,True
retreat,484,295,True
towels,484,334,True
awhile,483,362,True
cent,483,360,True
chart,483,339,True
helmet,483,303,True
investigate,483,387,True
scheduled,483,428,True
aircraft,482,209,True
arrangement,482,386,True
farewell,482,309,True
fathers,482,371,True
fog,482,215,True
physics,482,246,True
stabbed,482,335,True
strategy,482,371,True
succeed,482,397,True
discussing,481,418,True
cows,480,269,True
impact,480,357,True
sailing,480,293,True
scan,480,306,True
severe,480,413,True
shorts,480,356,True
tons,480,389,True
chaos,479,347,True
civilian,479,319,True
maniac,479,351,True
triple,479,328,True
types,479,423,True
cellar,478,235,True
covers,478,411,True
documents,478,312,True
flush,478,352,True
oldest,478,425,True
owes,478,384,True
danced,477,338,True
independent,477,373,True
studies,477,364,True
vessel,477,248,True
alternative,476,407,True
height,476,396,True
reveal,476,385,True
deed,475,273,True
meets,475,409,True
volunteer,475,359,True
debate,474,278,True
glorious,474,378,True
upside,474,405,True
error,473,363,True
faint,473,386,True
handed,473,430,True
stinking,473,376,True
worthless,473,384,True
ladder,472,313,True
groups,471,361,True
physically,471,415,True
telegram,471,235,True
arts,470,327,True
gasps,470,197,True
hears,470,390,True
poet,470,274,True
resources,470,375,True
web,470,288,True
whatsoever,470,424,True
amusing,469,356,True
arrives,469,387,True
bonus,469,336,True
delightful,469,377,True
hint,469,400,True
stunt,469,291,True
closely,468,413,True
fairly,468,410,True
horror,468,335,True
located,468,397,True
picks,468,368,True
rumors,468,353,True
admitted,467,396,True
codes,467,270,True
fears,467,374,True
tips,467,369,True
betray,466,354,True
holidays,466,287,True
investigating,466,365,True
rented,466,377,True
snack,466,348,True
conclusion,465,404,True
faithful,465,353,True
photographer,465,288,True
popcorn,465,309,True
wars,465,343,True
magical,464,341,True
penalty,464,307,True
phrase,464,360,True
population,464,364,True
recovery,464,341,True
somewhat,464,402,True
thieves,464,327,True
tournament,464,157,True
damaged,463,372,True
disturbing,463,401,True
outer,463,315,True
chew,462,389,True
crawling,462,389,True
described,462,392,True
discipline,462,335,True
roads,462,340,True
takin,462,333,True
washing,462,372,True
cart,461,325,True
coffin,461,255,True
explains,461,408,True
flame,461,323,True
perimeter,461,311,True
profession,461,380,True
wax,461,277,True
kindness,460,349,True
ultimate,460,364,True
barking,459,258,True
cargo,459,238,True
gently,459,362,True
terror,459,319,True
vampires,459,144,True
associate,458,375,True
certificate,458,297,True
coroner,458,321,True
diary,458,235,True
recognized,458,396,True
sock,458,302,True
swamp,458,204,True
breast,457,316,True
broadcast,457,290,True
closest,457,420,True
kings,457,288,True
lighter,457,356,True
preparing,457,403,True
stall,457,335,True
appetite,456,389,True
areas,456,362,True
barbecue,456,272,True
crowded,456,386,True
fluid,456,319,True
gamble,456,299,True
hopeless,456,364,True
hostile,456,319,True
