# provisional=true — until learner error/hesitation data exists (DEC-16)
# word_floor_subtlex_freqcount=250
# word_floor_subtlex_cdcount=100
# word_lower_ratio=0.5
# excluded_words=39
# word_floor_per_million=5.0
# source=Google Books word list ∩ SUBTLEX-US
# order=SUBTLEX-US frequency desc, then word
word,subtlex_freqcount,subtlex_cdcount,provisional
lemonade,281,192,True
orchestra,281,189,True
prey,281,211,True
ruled,281,255,True
sane,281,218,True
tactical,281,201,True
artillery,280,167,True
bark,280,207,True
bites,280,231,True
channels,280,239,True
confirmation,280,219,True
dozens,280,249,True
grocery,280,231,True
possess,280,226,True
sew,280,211,True
slot,280,204,True
unlock,280,240,True
weep,280,202,True
whispers,280,183,True
allows,279,254,True
ancestors,279,192,True
barber,279,150,True
dismiss,279,205,True
hesitate,279,259,True
hiring,279,235,True
listens,279,229,True
psychology,279,224,True
puppet,279,179,True
runway,279,132,True
scouts,279,180,True
sidewalk,279,232,True
spying,279,223,True
squirrel,279,165,True
statements,279,220,True
waltz,279,181,True
bananas,278,176,True
defensive,278,227,True
importantly,278,259,True
puppies,278,126,True
reader,278,205,True
slaughter,278,209,True
ambush,277,195,True
anyplace,277,247,True
chops,277,200,True
disappointment,277,253,True
indicates,277,252,True
mint,277,204,True
politicians,277,197,True
portrait,277,192,True
rang,277,224,True
choosing,276,244,True
deserted,276,230,True
forcing,276,249,True
hatred,276,217,True
rescued,276,225,True
suggestions,276,251,True
theories,276,224,True
tougher,276,256,True
tourists,276,219,True
vengeance,276,210,True
vow,276,200,True
behaviour,275,213,True
clumsy,275,234,True
corners,275,210,True
departure,275,219,True
digital,275,178,True
examined,275,246,True
extension,275,221,True
fag,275,173,True
failing,275,240,True
pause,275,205,True
perfection,275,218,True
popping,275,244,True
towers,275,121,True
ammo,274,183,True
bands,274,176,True
bin,274,167,True
delayed,274,242,True
employer,274,206,True
equally,274,242,True
hideous,274,229,True
insulting,274,247,True
mock,274,202,True
tango,274,117,True
thankful,274,204,True
acquaintance,273,229,True
addict,273,193,True
ambition,273,233,True
ant,273,111,True
donkey,273,162,True
ethics,273,182,True
ferry,273,128,True
finance,273,212,True
mouths,273,247,True
offence,273,220,True
orphanage,273,136,True
peel,273,189,True
rebel,273,166,True
requests,273,232,True
sponsor,273,173,True
bees,272,163,True
blouse,272,187,True
crank,272,206,True
dancers,272,179,True
employment,272,234,True
evolution,272,178,True
gangster,272,171,True
graveyard,272,211,True
kneel,272,183,True
landlord,272,187,True
peek,272,226,True
recommended,272,241,True
specialty,272,240,True
stray,272,225,True
vomit,272,222,True
wrecked,272,221,True
artery,271,181,True
choir,271,166,True
corrupt,271,224,True
explosive,271,198,True
flirting,271,209,True
headaches,271,191,True
jurisdiction,271,213,True
marijuana,271,150,True
topic,271,235,True
unacceptable,271,231,True
appointed,270,232,True
cottage,270,164,True
dealers,270,189,True
diapers,270,202,True
dose,270,202,True
partnership,270,181,True
repeating,270,222,True
representative,270,203,True
spice,270,161,True
acceptable,269,243,True
bruises,269,206,True
gravy,269,190,True
historical,269,189,True
humour,269,202,True
impulse,269,185,True
includes,269,256,True
madman,269,199,True
pains,269,231,True
pearls,269,157,True
stalking,269,208,True
denial,268,199,True
expectations,268,215,True
greet,268,231,True
interviews,268,212,True
kung,268,116,True
lone,268,172,True
measures,268,223,True
produced,268,220,True
rushed,268,246,True
sole,268,236,True
advised,267,215,True
carbon,267,152,True
designer,267,205,True
devils,267,161,True
disrespect,267,224,True
gutter,267,211,True
interior,267,220,True
interrupted,267,247,True
marker,267,160,True
que,267,156,True
reaches,267,234,True
realised,267,200,True
stamps,267,149,True
stripper,267,143,True
text,267,199,True
tribute,267,177,True
arrogant,266,234,True
cuffs,266,198,True
globe,266,208,True
goofy,266,141,True
gunfire,266,160,True
heir,266,168,True
marble,266,154,True
offend,266,220,True
rains,266,202,True
vibe,266,186,True
waving,266,231,True
allowance,265,191,True
boogie,265,126,True
hairs,265,202,True
junkie,265,193,True
leaf,265,217,True
precise,265,235,True
repay,265,228,True
residents,265,180,True
teaches,265,222,True
bulls,264,138,True
buyer,264,188,True
fracture,264,173,True
fugitive,264,195,True
gained,264,238,True
shifts,264,223,True
slower,264,228,True
specialist,264,220,True
untie,264,173,True
videotape,264,163,True
banquet,263,162,True
caution,263,225,True
condom,263,176,True
freezer,263,214,True
handcuffs,263,218,True
hunk,263,204,True
im,263,135,True
mode,263,198,True
needles,263,195,True
override,263,114,True
primitive,263,211,True
rep,263,173,True
saves,263,248,True
slippers,263,162,True
strap,263,217,True
thread,263,210,True
trousers,263,185,True
tumor,263,131,True
valet,263,141,True
virtue,263,206,True
volunteers,263,221,True
fragile,262,234,True
goals,262,177,True
hanged,262,194,True
instruments,262,205,True
irrelevant,262,223,True
narcotics,262,163,True
panicked,262,224,True
purposes,262,249,True
regardless,262,236,True
saloon,262,143,True
secured,262,219,True
sensors,262,160,True
smokes,262,218,True
sobbing,262,157,True
supposedly,262,235,True
waist,262,220,True
amazed,261,240,True
appreciation,261,238,True
backstage,261,181,True
detect,261,230,True
drip,261,168,True
fails,261,226,True
hog,261,194,True
juvenile,261,201,True
majority,261,208,True
rifles,261,145,True
skeleton,261,145,True
whistling,261,179,True
allies,260,149,True
assets,260,185,True
battles,260,212,True
blankets,260,198,True
choking,260,204,True
contains,260,218,True
immortal,260,185,True
motto,260,220,True
playground,260,193,True
procedures,260,199,True
publish,260,169,True
secretly,260,237,True
sip,260,220,True
syrup,260,157,True
transplant,260,135,True
unstable,260,213,True
altar,259,181,True
amigo,259,150,True
boyfriends,259,212,True
fireplace,259,189,True
funky,259,188,True
grunting,259,132,True
lyrics,259,150,True
overboard,259,190,True
premises,259,222,True
treason,259,165,True
ads,258,180,True
blink,258,214,True
cafe,258,168,True
dried,258,229,True
mechanic,258,185,True
purely,258,230,True
recommendation,258,215,True
regards,258,236,True
reserved,258,221,True
ribbon,258,156,True
skipped,258,226,True
underestimate,258,234,True
unlikely,258,237,True
vagina,258,134,True
bluffing,257,198,True
buckle,257,214,True
flick,257,137,True
gladly,257,223,True
hotels,257,208,True
hound,257,167,True
noisy,257,221,True
payroll,257,179,True
pneumonia,257,184,True
resign,257,188,True
stash,257,206,True
traces,257,214,True
utter,257,195,True
camel,256,138,True
cocoa,256,159,True
condoms,256,155,True
contempt,256,190,True
diplomatic,256,144,True
justify,256,224,True
legacy,256,193,True
mainly,256,220,True
opinions,256,225,True
rational,256,197,True
reconsider,256,234,True
reflection,256,225,True
region,256,217,True
salvation,256,217,True
spelling,256,157,True
suggests,256,225,True
abducted,255,176,True
burgers,255,180,True
climbed,255,222,True
fantasies,255,210,True
flavor,255,211,True
frustrated,255,213,True
involves,255,225,True
loneliness,255,207,True
paramedics,255,192,True
stitches,255,205,True
supermarket,255,184,True
toothbrush,255,192,True
youngest,255,228,True
belts,254,195,True
conquer,254,194,True
pissing,254,221,True
plasma,254,151,True
speeding,254,189,True
static,254,155,True
stoned,254,181,True
torch,254,196,True
desires,253,212,True
economic,253,192,True
efficient,253,211,True
ensure,253,227,True
flipped,253,215,True
jumps,253,218,True
par,253,159,True
patterns,253,196,True
restore,253,210,True
runner,253,155,True
slapped,253,202,True
slug,253,189,True
smelling,253,216,True
visible,253,211,True
accusing,252,220,True
chronic,252,152,True
hath,252,101,True
lasts,252,235,True
lifestyle,252,214,True
mustache,252,177,True
quiz,252,155,True
recorder,252,178,True
rookie,252,177,True
shakes,252,202,True
sinking,252,186,True
sketch,252,159,True
update,252,218,True
artistic,251,190,True
careless,251,219,True
cheaper,251,217,True
compromised,251,211,True
coughing,251,165,True
cracks,251,214,True
dagger,251,109,True
humming,251,174,True
licence,251,150,True
lid,251,219,True
maker,251,206,True
maps,251,176,True
overwhelming,251,222,True
qualities,251,214,True
reckless,251,205,True
skating,251,130,True
smiled,251,219,True
snapped,251,221,True
suckers,251,215,True
tricked,251,215,True
abroad,250,203,True
adjourned,250,204,True
allowing,250,232,True
associates,250,205,True
biology,250,192,True
biting,250,213,True
blunt,250,202,True
bridges,250,150,True
childish,250,208,True
concerning,250,219,True
disposal,250,212,True
mechanical,250,195,True
rebels,250,106,True
strangled,250,163,True
toxic,250,182,True
tracked,250,220,True
weasel,250,186,True
